	AI_Prov_Name	File_Date	File_Count	Group_Count	Ethnicity	IEP	LEP	Gender	Ven_Stud_ID	Grade	Stud_Test_ID	Score_Flag	Item_ID	Item_Response	Final_Score	Data_Point	Read1_Date	Read1_ID	Read1_Score	Read1_Cond	Read2_Date	Read2_ID	Read2_Score	Read2_Cond	Read3_Date	Read3_ID	Read3_Score	Read3_Cond	Read5_Date	Read5_ID	Read5_Score	Read5_Cond	Alert_Code	Alert_ReaderID
0	AI-XC	20131002135815	1500	1500	H	N	Y	M	361275	8	10209804	Y	46203	Another thing is...	0		20130820090612	609	0		20130820091030	611	0											
1	AI-XC	20131002135815	1500	1500	H	N	N	F	361286	8	10209805	Y	46203	On the other hand, I have a busy schedule and might not be able to comit.	1		20130820083304	609	1		20130820084009	611	1											
2	AI-XC	20131002135815	1500	1500	W	N	N	F	361330	8	10209806	Y	46203	Due to all the extra curicular work I do I thought I had a shot.	1		20130820101556	611	1		20130820101902	609	1											
3	AI-XC	20131002135815	1500	1500	W	N	N	M	361335	8	10209807	Y	46203	they are both competing and yet only one might drop out because number 2 seems to be booked and needs to do a lot.	0		20130820103248	611	0		20130820104223	615	0											
4	AI-XC	20131002135815	1500	1500	W			M	361426	8	10209808	Y	46203	My best friend is running for class president, i also want to,but  I work on saturdays, and I have swim practice every day at 6 a.m. biology is hard I might not be able to join, and im not that instrested in political organization.	0		20130820083304	609	0		20130820084009	611	0											
5	AI-XC	20131002135815	1500	1500	NR	N	Y	M	361456	8	10209809	Y	46203	student government and	0		20130820104824	611	0		20130820110310	609	0											
6	AI-XC	20131002135815	1500	1500	NR			M	361482	8	10209810	Y	46203	Here is some things about me.	0		20130820093559	615	0		20130820093953	616	0											
7	AI-XC	20131002135815	1500	1500	W	N	N	M	361609	8	10209811	Y	46203	Running for student government is a great thing to get into, colleges are always looking for people part of the student government because it teaches the way government works. However, if your schedule is to packed and you may not be that interested in it, don't join.	0		20130820092341	609	0		20130820092627	615	0											
8	AI-XC	20131002135815	1500	1500	NR			F	361682	8	10209812	Y	46203	Although I am quite busy most of the weekdays and weekends.	1		20130820081131	609	1		20130820082440	616	1											
9	AI-XC	20131002135815	1500	1500	H	N	Y	M	361699	8	10209813	Y	46203	They are saying that it will be fun because my friend is also running for school president and that colleges are in impressed with kids who participated in school government and also I have swimming practice at six in the mornning and i am working in a ice cream shop.	0		20130820091028	609	0		20130820091440	611	0											
10	AI-XC	20131002135815	1500	1500	H			M	361843	8	10209814	Y	46203	The two paragraphs have two people that have alot to do.	0		20130820104458	609	0		20130820105254	615	0											
11	AI-XC	20131002135815	1500	1500	B	Y		F	361875	8	10209815	Y	46203	the boy bestfriend is going to vote for the vice president instead of running away	0		20130820091937	609	0		20130820092225	615	0											
12	AI-XC	20131002135815	1500	1500	W	N	N	M	361968	8	10209816	Y	46203	Although I do have other things going on after school.	1		20130820103850	616	1		20130820104201	611	1											
13	AI-XC	20131002135815	1500	1500	NR			F	362024	8	10209817	Y	46203	Before deciding whether to run for vice president of the class, I have a lot to consider. My best friend is running for president, so it would be fun and we could spend a lot of time together in the coming. I have heard that colleges are impressed with students who have participated in student government. Furthermore, I am working at Brick Ice Cream on Saturdays; I have swim practice everyday at 6 a.m. Biology is a tough class and I need to do a lot of studying to pass it. I am not sure if I am really that interested in politics and political organization.	0		20130819145616	615	0		20130819151309	611	1		20130819153846	625	0							
14	AI-XC	20131002135815	1500	1500	NR			F	362030	8	10209818	Y	46203	I am a busy student, but would be willing to work hard to become the vice president.	2		20130820103944	611	2		20130820104232	609	2											
15	AI-XC	20131002135815	1500	1500	H	N	Y	M	362046	8	10209819	Y	46203	both of these students have trouble with there schedules	0		20130819161431	609	0		20130819161807	615	0											
16	AI-XC	20131002135815	1500	1500	NR			M	362163	8	10209820	Y	46203	i am deciding whether to become class president because i do not really like that much about political organization so right now i am debated to run for president or not.	0		20130820083731	609	0		20130820084416	616	0											
17	AI-XC	20131002135815	1500	1500	H	Y	Y	F	362173	8	10209821	Y	46203	They were desciding if he wanted to become vice president of the class and he works at Brick Ice Cream on saturday.	0		20130819151103	616	0		20130819151452	609	0											
18	AI-XC	20131002135815	1500	1500	W	Y	N	M	362218	8	10209822	Y	46203	I have alot of stoff to do.	0		20130819161807	615	0		20130819162115	611	0											
19	AI-XC	20131002135815	1500	1500	H	N	N	F	362227	8	10209823	Y	46203	Furthermore, I have many things that occur after school.	1		20130820094608	615	1		20130820094804	609	1											
20	AI-XC	20131002135815	1500	1500	H	N	N	F	362341	8	10209824	Y	46203	Right now I have a lot of things going on, school wise and out of school as well.	1		20130819155340	609	1		20130819160525	611	1											
21	AI-XC	20131002135815	1500	1500	H	Y	N	F	362370	8	10209825	Y	46203	that they both are running for president amd vice president.	0		20130820104227	616	0		20130820104748	615	0											
22	AI-XC	20131002135815	1500	1500	W	N	N	M	362385	8	10209826	Y	46203	I have to get u early on Thursday's for boxing classes. I have to wake up at 7:00 every Thursday and stay there for 3 hours. I like boxing so it is not a problem for me.	0		20130820075043	609	0		20130820081641	611	0											
23	AI-XC	20131002135815	1500	1500	H	N	N	M	362445	8	10209827	Y	46203	I AM WORKING AT BRICK ICE CREAM ON SATURDAYS	0		20130819161841	609	0		20130819162529	616	0											
24	AI-XC	20131002135815	1500	1500	H	N	N	M	362447	8	10209828	Y	46203	Also	0		20130820091743	609	0		20130820091921	611	0											
25	AI-XC	20131002135815	1500	1500	NR			M	362456	8	10209829	Y	46203	I even have a job.	0		20130819145329	609	1		20130819145755	611	0		20130819153846	625	0							
26	AI-XC	20131002135815	1500	1500	H	N	N	M	362519	8	10209830	Y	46203	I have heard that colleges are impressed with students who have participated in student government. However, I am working at Brink Ice Cream on Saturdays; I have swimming practice every day at 6 a.m.	0		20130820081131	609	0		20130820082440	616	0											
27	AI-XC	20131002135815	1500	1500	H	N	Y	M	362546	8	10209831	Y	46203	I think that the students who have participated on government.	0		20130820085853	609	0		20130820090403	616	0											
28	AI-XC	20131002135815	1500	1500	H	N	N	M	362647	8	10209832	Y	46203	Although, I have some promblems.	1		20130820083731	609	1		20130820084416	616	1											
29	AI-XC	20131002135815	1500	1500	W	N	N	M	362682	8	10209833	Y	46203	%25%26%3f3d	U		20130820164727	77		U	20130820165227	462		U										
30	AI-XC	20131002135815	1500	1500	H	N	Y	F	362698	8	10209834	Y	46203	He works at Brick Ice Cream. He is a hard worker.	0		20130820091937	609	0		20130820092225	615	0											
31	AI-XC	20131002135815	1500	1500	H	N	Y	M	362700	8	10209835	Y	46203	My competer is about to adress you now folk.	0		20130819150336	609	0		20130819151740	615	0											
32	AI-XC	20131002135815	1500	1500	W	N	N	F	362774	8	10209836	Y	46203	i heave heard that colleges are impressed with students who have participated in student government. therefore, i am working at brick ice cream on saturdays;...	0		20130819161841	609	0		20130819162529	616	0											
33	AI-XC	20131002135815	1500	1500	W	N	N	F	363056	8	10209837	Y	46203	Here are some extra curricular activities that i do durring my spare time,and some of my weakneses and dslikes of mine.	1		20130819161604	609	1		20130819161834	611	0		20130820083054	625	1							
34	AI-XC	20131002135815	1500	1500	W	N	N	F	363249	8	10209838	Y	46203	I am very busy these days, though, with my job, school, and extra-carricular activities.	1		20130819150042	615	2		20130819151103	616	1		20130819154047	625	1							
35	AI-XC	20131002135815	1500	1500	B	N	N	F	363255	8	10209839	Y	46203	I do not know what my decisions will lead up to, but I know I need to think wisely about my decision. I have to focus on school and on what i really want to do.	0		20130820094641	609	0		20130820095021	616	0											
36	AI-XC	20131002135815	1500	1500	NR			M	363350	8	10209840	Y	46203	I have lots of things that I have to do,but I also have to pass Biology.Ican not do all those things at once.	0		20130820083731	609	0		20130820084416	616	0											
37	AI-XC	20131002135815	1500	1500	W	N	N	F	363486	8	10209841	Y	46203	In the first paragraph the student seems a lot more interested in student government. But in the second paragraph the student seems less likely to run for student government.	0		20130819161116	609	0		20130819161340	611	0											
38	AI-XC	20131002135815	1500	1500	B	N	N	F	363534	8	10209842	Y	46203	I think that there has to be more things that colleges are impresses with.	0		20130820095652	611	0		20130820095828	609	0											
39	AI-XC	20131002135815	1500	1500	NR	N	N	F	363699	8	10209843	Y	46203	The approite transitional word to connect these two paragraphs should be, Although.	0		20130820102108	609	0		20130820102833	615	0											
40	AI-XC	20131002135815	1500	1500	W	N	N	F	363749	8	10209844	Y	46203	I am a somewhat busy person .	1		20130820084730	609	1		20130820085106	615	0		20130821135308	625	1							
41	AI-XC	20131002135815	1500	1500	H			F	363760	8	10209845	Y	46203	However runing for vice president can bring up a couple struggles and difficulties in my everyday schedule because.	1		20130820093239	609	1		20130820093602	616	1											
42	AI-XC	20131002135815	1500	1500	NR	N	N	F	364123	8	10209846	Y	46203	Although I might not have the time to be the Vice President.	2		20130820075545	609	2		20130820081920	616	2											
43	AI-XC	20131002135815	1500	1500	W	N	N	M	364218	8	10209847	Y	46203	Not only that I have a lot of business experience.	0		20130820091905	615	0		20130820092143	611	0											
