	AI_Prov_Name	File_Date	File_Count	Group_Count	Ethnicity	IEP	LEP	Gender	Ven_Stud_ID	Grade	Stud_Test_ID	Score_Flag	Item_ID	Item_Response	Final_Score	Data_Point	Read1_Date	Read1_ID	Read1_Score	Read1_Cond	Read2_Date	Read2_ID	Read2_Score	Read2_Cond	Read3_Date	Read3_ID	Read3_Score	Read3_Cond	Read5_Date	Read5_ID	Read5_Score	Read5_Cond	Alert_Code	Alert_ReaderID
0	AI-XC	20131002135859	1500	1500	W			F	361439	8	10239765	Y	46517	Millicent state of mind about starting high school is smart.	0		20130820170752	757	0		20130820170931	758	0											
1	AI-XC	20131002135859	1500	1500	NR			F	361477	8	10239766	Y	46517	They wanted to go wether she liked it or not.	0		20130820165338	752	0		20130820170015	757	0											
2	AI-XC	20131002135859	1500	1500	NR			M	361506	8	10239767	Y	46517	She did not want her parents to tag along	1		20130820171030	755	1		20130820171234	752	1											
3	AI-XC	20131002135859	1500	1500	NR			M	361571	8	10239768	Y	46517	The word insisted wasused in a way that shows that MIllicent doesn't want them to go with her. And am example of that is that she made them walk  4 paces behind her.	2		20130820165334	753	2		20130820170244	758	2											
4	AI-XC	20131002135859	1500	1500	H	N	Y	M	361699	8	10239769	Y	46517	insisted is used to tell that the prents wanted to take millicent to high school.	0		20130820170804	754	0		20130820170946	756	0											
5	AI-XC	20131002135859	1500	1500	NR			F	361786	8	10239770	Y	46517	The word insisted reveals that they really wanted to come with her they 'insisted' meaning they would really like to go	0		20130820163010	755	0		20130820163552	758	0											
6	AI-XC	20131002135859	1500	1500	NR			F	362032	8	10239771	Y	46517	"Millicent just wants to ""get on with my life"" and graduate high school and wants to be normal, and ""didnt want to stand out"", but everyone else focuses on how little she is, and treats her like she needs to be looked after and followed around, but Millicent does not want it."	2		20130820170430	754	2		20130820171110	759	2											
7	AI-XC	20131002135859	1500	1500	W	N	N	M	362039	8	10239772	Y	46517	Insisted is like wanting to do something.	0		20130820161843	759	0		20130820162054	755	0											
8	AI-XC	20131002135859	1500	1500	W	N	N	F	362042	8	10239773	Y	46517	The use of the word insisted reveals that, Millicent's state of mind upon staring high school is that, they all want to come with her because they think it's going to be a rough time.	0		20130820165709	758	0		20130820170112	757	0											
9	AI-XC	20131002135859	1500	1500	W	N	N	M	362078	8	10239774	Y	46517	They begged to go with.	0		20130820164713	757	0		20130820164957	756	0											
10	AI-XC	20131002135859	1500	1500	B			F	362097	8	10239775	Y	46517	She thought she could handle it. But she couldnt because she was smaller then other kids and her grandmother had to stand up for her.	0		20130820170920	754	0		20130820171043	752	0											
11	AI-XC	20131002135859	1500	1500	W	N	N	F	362123	8	10239776	Y	46517	"I believe that the use of the word, ""insisted,"" reveals that Millicent didn't think it was that big of a deal that she was starting highschool at 9 years old. Millicent didn't want her grandma tagging along everyday. She thought she was going to fit in with all the other highschool students."	1		20130820163639	757	1		20130820163917	756	1											
12	AI-XC	20131002135859	1500	1500	A	N	Y	M	362156	8	10239777	Y	46517	The word instist is used to asking permission to help.	0		20130820171903	753	0		20130820172050	754	0											
13	AI-XC	20131002135859	1500	1500	NR			F	362159	8	10239778	Y	46517	when she used insited her parents , grandparents & press wanted to see what would happen , they wanted to see how she did with everyone there .	0		20130820171256	755	0		20130820171519	756	0											
14	AI-XC	20131002135859	1500	1500	NR	Y		M	362162	8	10239779	Y	46517	she was in high school she could not give her note books for class.	0		20130820172836	753	0		20130820172953	757	0											
15	AI-XC	20131002135859	1500	1500	NR			M	362165	8	10239780	Y	46517	she didnt want her parents tagging along she is a big kid now	1		20130820170933	751	1		20130820171102	758	1											
16	AI-XC	20131002135859	1500	1500	NR			M	362234	8	10239781	Y	46517	"The word ""insisted"" means that she feels good about starting, but doesn't want all those people to go. "" My grandma had to walk me to my first hour class."""	1		20130820162856	757	0		20130820165322	754	1		20130820170516	736	1							
17	AI-XC	20131002135859	1500	1500	NR			M	362238	8	10239782	Y	46517	"People were surprised on how she was here, but they thought her of "" she was a genius girl."	0		20130820163727	736	0		20130820163950	751	0											
18	AI-XC	20131002135859	1500	1500	NR			M	362322	8	10239783	Y	46517	Well even if she would have a hard time at school by the other kids. She was insisted to go try it any ways no matter what.	0		20130820165322	754	0		20130820165822	755	0											
19	AI-XC	20131002135859	1500	1500	H	N	Y	M	362368	8	10239784	Y	46517	They used insisted beacause they know she is under-aged to be in high school so they want to see how she does.	0		20130820172734	755	0		20130820173057	751	0											
20	AI-XC	20131002135859	1500	1500	A	N	N	F	362386	8	10239785	Y	46517	"Millicent used the word ""insisted"" to be polite."	0		20130820165334	754	0		20130820170209	752	0											
21	AI-XC	20131002135859	1500	1500	H	N	Y	F	362395	8	10239786	Y	46517	Insisted is another word for begging or suppling. Her grandma was always there with her and defended her,' To make things worse', she says.	0		20130820163010	755	0		20130820163552	758	0											
22	AI-XC	20131002135859	1500	1500	NR			F	362431	8	10239787	Y	46517	she did not want to go	0		20130820163212	756	0		20130820163520	755	0											
23	AI-XC	20131002135859	1500	1500	NR			M	362456	8	10239788	Y	46517	Insisted means that they must tag along. An example is that when her grandma insisted to walk her to first hour.	0		20130820170920	754	0		20130820171043	752	0											
24	AI-XC	20131002135859	1500	1500	H	N	Y	M	362500	8	10239789	Y	46517	"The word ""Insisted"" means to be persistent something or someone."	0		20130820164850	759	0		20130820165208	755	0											
25	AI-XC	20131002135859	1500	1500	W	N	N	M	362541	8	10239790	Y	46517	she was sad because of her grandma	0		20130820171131	756	0		20130820171321	754	0											
26	AI-XC	20131002135859	1500	1500	W	N	N	F	362624	8	10239791	Y	46517	the reveals that she didnt want her parents,grandparents,press to come with her	1		20130820171855	752	1		20130820172028	755	1											
27	AI-XC	20131002135859	1500	1500	H	N	N	M	362699	8	10239792	Y	46517	she just wanted to go by herself and be alone but her parents decided to tag along on the first day of highschool becuase they wanted to see her go to class but millecent insisted she stayed 4 paces behind her	2		20130820165722	759	0		20130820170221	753	2		20130820170844	736	2							
28	AI-XC	20131002135859	1500	1500	W	N	N	M	362926	8	10239793	Y	46517	"They mean by ""o I am going to tag along and i won't take no for an awnser"""	0		20130820162236	758	0		20130820162447	757	0											
29	AI-XC	20131002135859	1500	1500	W	N	N	M	362929	8	10239794	Y	46517	THe use of insisted reveals that millicent is okay with starting high school, and no that surprised or scared about it. And she didn't really want her parents tocome watch her that much.	1		20130820170752	757	1		20130820170931	758	1											
30	AI-XC	20131002135859	1500	1500	A	N	N	F	362933	8	10239795	Y	46517	Millicent doesn't see highschool as such a big deal, despite her age. She doesn't understand why everyone was staring at her. When she couldn't reach her locker, she wondered why the basketball boys were gawking at her.	0		20130820162303	757	0		20130820162710	756	0											
31	AI-XC	20131002135859	1500	1500	B	Y	N	M	363055	8	10239796	Y	46517	that people was with her they was doing a report on her.	0		20130820170259	754	0		20130820170601	755	0											
32	AI-XC	20131002135859	1500	1500	W	N	N	F	363056	8	10239797	Y	46517	What the word insisted means that they just had to come and see what would happen on her first day of school.One example from the passege is when she said she made them walk four paces behind her so she wouldn't stand out.	0		20130820172050	754	0		20130820172312	752	0											
33	AI-XC	20131002135859	1500	1500	B	N	N	F	363309	8	10239798	Y	46517	she didnt wanted to stand out	0		20130820172426	751	0		20130820172554	752	1		20130820174238	736	0							
34	AI-XC	20131002135859	1500	1500	NR			M	363350	8	10239799	Y	46517	They kept trying to convince her to let them walk with her.	0		20130820172412	757	0		20130820172609	751	0											
35	AI-XC	20131002135859	1500	1500	W	N	N	F	363486	8	10239800	Y	46517	Millicent wasnt as worried about staring achool as her parents were.	0		20130820161642	758	0		20130820165322	753	0											
36	AI-XC	20131002135859	1500	1500	NR	N	N	M	363698	8	10239801	Y	46517	The word insisted reveals that Millicents state of mind upon starting high school is that she was ready to do and it and didnt really want her parents and grandmother to go.	1		20130820164724	751	1		20130820165338	752	1											
37	AI-XC	20131002135859	1500	1500	H			F	363760	8	10239802	Y	46517	"The word ""insisted"" reveals that Millicent's state of mind upon starting high school is that she already knows people will be staring and talking about her and having her grandparents, parents, and the press walking with her would just make people stare and talk even more."	0		20130820164841	751	2		20130820165338	754	0		20130820170844	736	0							
38	AI-XC	20131002135859	1500	1500	H		Y	F	363967	8	10239803	Y	46517	She is smart enough to be in High School.	0		20130820160751	751	0		20130820161038	755	0											
39	AI-XC	20131002135859	1500	1500	W	N	N	M	364218	8	10239804	Y	46517	Her grandparents came with her because they do not want her to be alone and scared.	0		20130820165323	753	0		20130820165809	754	0											
40	AI-XC	20131002135859	1500	1500	NR			M	364459	8	10239805	Y	46517	They reccomended it.	0		20130820163727	736	0		20130820164019	755	0											
41	AI-XC	20131002135859	1500	1500	W	N	N	M	364685	8	10239806	Y	46517	Insisted reveals about Millicent's state of mind upon starting high school was that her grandparents, parents, and the press wanted her to be safe from getting bullied.	0		20130820165322	754	0		20130820165754	757	0											
42	AI-XC	20131002135859	1500	1500	H	N	N	M	364917	8	10239807	Y	46517	She just wanted to be left anonymous and out of the crowd. Having evberyone tag along didn't help that.	1		20130820172724	754	1		20130820172851	757	0		20130820174530	738	1							
43	AI-XC	20131002135859	1500	1500	B	N	N	M	365033	8	10239808	Y	46517	my first day of school was fun	0		20130820170352	752	0		20130820170626	756	0											
44	AI-XC	20131002135859	1500	1500	B			F	365050	8	10239809	Y	46517	as the word insisted on tagging along they was counting themselves to follow millicent to school.	0		20130820165722	759	0		20130820170221	753	0											
45	AI-XC	20131002135859	1500	1500	W	N	N	F	365234	8	10239810	Y	46517	Millicent's state of mind upon starting high school was that she was excited but her parents were afraid because she was just 9 years old and everyone else at the high school was 5 years older than her, so her parents had her grandmother walk her top her first period class.	0		20130820160844	756	0		20130820161245	755	0											
46	AI-XC	20131002135859	1500	1500	B	N	N	M	365301	8	10239811	Y	46517	it revealed tht she did not make them or tell them they volunteered	0		20130820170804	754	0		20130820170946	756	0											
47	AI-XC	20131002135859	1500	1500	NR	N	N	F	365587	8	10239812	Y	46517	"Millicent used ""insisted"" in this sentence to show that although she didn't want her grandparents, parents, and the press tagging along, they did anyways."	1		20130820162417	751	1		20130820165322	752	1											
48	AI-XC	20131002135859	1500	1500	W	N	N	M	365635	8	10239813	Y	46517	Millicent's parents and grandparents wanted to come olong with her wile she goes to school	0		20130820170616	754	0		20130812130842	756	0											
49	AI-XC	20131002135859	1500	1500	W	Y	N	F	365662	8	10239814	Y	46517	insisted means want to go with you like  tag along.	0		20130820173255	756	0		20130820173424	757	0											
50	AI-XC	20131002135859	1500	1500	W	N	N	M	365676	8	10239815	Y	46517	the use of insisted reveals that she didn't want them to come and she didn't want to stand out, so she made them stand four paces behind her.	2		20130820170431	751	2		20130813130807	759	2											
51	AI-XC	20131002135859	1500	1500	NR			F	365795	8	10239816	Y	46517	Millicent didn't want them to tag along, but, they convinced her anyways.	1		20130820162303	757	1		20130820162710	756	1											
52	AI-XC	20131002135859	1500	1500	H	N	N	M	365881	8	10239817	Y	46517	it reveals she did not want them to go with them the first day.	1		20130820170352	752	1		20130820170626	756	1											
53	AI-XC	20131002135859	1500	1500	NR			F	365897	8	10239818	Y	46517	Millicent's family is worried about her going to highschool at such a young age, and the press knows about how big of and accomplishment this was.	0		20130820165325	754	0		20130820170032	755	0											
54	AI-XC	20131002135859	1500	1500	NR			M	365938	8	10239819	Y	46517	wanted to join	0		20130820171855	755	0		20130820172116	752	0											
55	AI-XC	20131002135859	1500	1500	W			M	366949	8	10239820	Y	46517	This is saying that she is very annoyed by the people following her into high school.	1		20130820165334	753	1		20130820170244	758	1											
56	AI-XC	20131002135859	1500	1500	NR			M	367088	8	10239821	Y	46517	They felt like they had to.	0		20130820161730	751	0		20130820163006	759	0											
57	AI-XC	20131002135859	1500	1500	W	N	N	F	372519	8	10239822	Y	46517	That they were insisted to tag along with her while she went to high school.	0		20130820165310	754	0		20130820165920	753	0											
58	AI-XC	20131002135859	1500	1500	W	N	N	F	373919	8	10239823	Y	46517	They wanted to come along with Millicent.	0		20130820161719	756	0		20130820162208	751	0											
59	AI-XC	20131002135859	1500	1500	W			M	374070	8	10239824	Y	46517	They just invited themselves to tag along.	0		20130820165330	752	0		20130820170148	756	0											
60	AI-XC	20131002135859	1500	1500	W			M	374178	8	10239825	Y	46517	Her grandparents wanted to come but Milicent didn't want it to look like she needed her Grandparents to walk her to school.	1		20130820162803	736	1		20130820165322	752	1											
61	AI-XC	20131002135859	1500	1500	W			F	374179	8	10239826	Y	46517	begged	0		20130820162856	757	0		20130820165322	754	0											
62	AI-XC	20131002135859	1500	1500	H	N	N	F	374518	8	10239827	Y	46517	They wanted to go with her badly because she wasn't actually supposed to go for another 5 years.	0		20130820171030	755	0		20130820171234	752	0											
63	AI-XC	20131002135859	1500	1500	W	N	N	M	374697	8	10239828	Y	46517	It means begged.	0		20130820165139	757	0		20130820165330	751	0											
64	AI-XC	20131002135859	1500	1500	W			M	374972	8	10239829	Y	46517	Millicent would feel embaressed if they tagged along. But her parents insisted. She probally felt really embaressed.	1		20130820165310	754	0		20130820165920	753	1		20130820170337	736	1							
65	AI-XC	20131002135859	1500	1500	H			M	375492	8	10239830	Y	46517	hi people	0		20130820163727	736	0		20130820163950	751	0											
66	AI-XC	20131002135859	1500	1500	NR			M	375563	8	10239831	Y	46517	she dident really care she had other things she wanted to do in her life. she wanted a mah medal and job carreers etc....	0		20130820173255	756	0		20130820173424	757	0											
67	AI-XC	20131002135859	1500	1500	H			F	375572	8	10239832	Y	46517	"Based on the word, ""insisted"" it reveals that Millicent wasn't to happy about starting high school this way. I don't think she liked having the press tag along especially and didn't feel like high school should have began this way."	1		20130820173121	755	1		20130820130830	752	1											
68	AI-XC	20131002135859	1500	1500	W			F	375707	8	10239833	Y	46517	Insisted she means she wants her to have a tag along in the high school.	0		20130820170805	756	0		20130820170920	754	0											
69	AI-XC	20131002135859	1500	1500	W			F	375714	8	10239834	Y	46517	"The word insisted in this passage meant that Millicent didn't want everyone to tag along like they did, but they just ""insisted"" that they did on their own. Without even asking her."	1		20130820162350	755	1		20130820162811	751	1											
70	AI-XC	20131002135859	1500	1500	W	N	N	M	375771	8	10239835	Y	46517	Millicent was excited to start high school at a young age but when they followed her into school she made the stay 4 paces behind her.	0		20130820172301	759	0		20130820172532	758	1		20130820173613	736	0							
71	AI-XC	20131002135859	1500	1500	NR			F	376824	8	10239836	Y	46517	The word insisted reveals that Millicent is very excited and happy to be in high school but her family does not like the fact that she is younger than everyone.	0		20130820165722	759	0		20130820170057	751	0											
72	AI-XC	20131002135859	1500	1500	H		N	M	376874	8	10239837	Y	46517	They wanted to or intended to walk her to her first period class.	0		20130820172453	755	0		20130820172614	757	0											
73	AI-XC	20131002135859	1500	1500	H		N	M	376875	8	10239838	Y	46517	Millicent's parents insisted to come, but she didn't want them to come.	1		20130820165315	753	1		20130820165622	757	1											
74	AI-XC	20131002135859	1500	1500	H	N	N	M	376932	8	10239839	Y	46517	that she didn't want to be seen with them	1		20130820165334	753	1		20130820170244	758	1											
75	AI-XC	20131002135859	1500	1500	W	N	N	M	377174	8	10239840	Y	46517	This means that Millicent did not want her grandparenmts, parents, and press following her to her first day of high school. This is supported, because Millicent did not want her grandmother walking her to school.	1		20130820171529	751	1		20130820171903	753	1											
76	AI-XC	20131002135859	1500	1500	NR			F	377433	8	10239841	Y	46517	Millicent used the word insisted because she thought that she could handle High School herself. Also she did not want to stand out. An example of this from the recoreding is when it said she was mordified that the press had gotten a picture of her standing on her tip-toes to reach her locker.	2		20130820164841	751	2		20130820165338	754	0		20130820170838	738	2							
77	AI-XC	20131002135859	1500	1500	A	N	N	M	377444	8	10239842	Y	46517	.	B		20130820162739	757		B	20130820163312	738		B										
78	AI-XC	20131002135859	1500	1500	H		N	M	377566	8	10239843	Y	46517	SHE INSISTED OF GOING HIGH SCHOOL BECAUSE SHE WANTS TO HAVE GOOD GRADES.	0		20130820163741	751	0		20130820164019	755	0											
79	AI-XC	20131002135859	1500	1500	W		N	M	377709	8	10239844	Y	46517	If you expect us to take the pilot test, we expect it to actually function.	0		20130820163654	756	0		20130820165324	754	0											
