	AI_Prov_Name	File_Date	File_Count	Group_Count	Ethnicity	IEP	LEP	Gender	Ven_Stud_ID	Grade	Stud_Test_ID	Score_Flag	Item_ID	Item_Response	Final_Score	Data_Point	Read1_Date	Read1_ID	Read1_Score	Read1_Cond	Read2_Date	Read2_ID	Read2_Score	Read2_Cond	Read3_Date	Read3_ID	Read3_Score	Read3_Cond	Read5_Date	Read5_ID	Read5_Score	Read5_Cond	Alert_Code	Alert_ReaderID
0	AI-XC	20131002135732	1000	1000	W	N	N	F	361235	7	10015946	Y	46348	"To pass with ""flying colors"" means that she didn't just barely pass, she passed at a high level. This impacted her career because people respected her. Also, because she passed, she had a book of poetry published."	2		20130815082315	598	2		20130815082850	601	2											
1	AI-XC	20131002135732	1000	1000	H	N	N	M	361278	7	10015948	Y	46348	i think it means that she she had passed her examination easily.	1		20130815083306	600	1		20130815083524	647	1											
2	AI-XC	20131002135732	1000	1000	H	N	N	F	361321	7	10015950	Y	46348	I think it means that she did a very good job with her writing, and she gave you very good details, and used the world wisefuly.	0		20130815083119	603	0		20130815083510	605	0											
3	AI-XC	20131002135732	1000	1000	W			M	361408	7	10015952	Y	46348	She passed it with flying colors. This means that she passes it with greatness. She had no flaws when she read her poems to the men. This affected her career trumendously. She was the first ever black author. That is a very big honor to be that.	1		20130815085232	597	1		20130815085646	605	1											
4	AI-XC	20131002135732	1000	1000	NR			F	361415	7	10015954	Y	46348	It impacted her future because nobody believe that she wrote those poems so she had prove that she did.	1		20130815085141	601	1		20130815085433	600	0		20130819160228	498	1							
5	AI-XC	20131002135732	1000	1000	B	N	N	M	361481	7	10015956	Y	46348	"I have came to a conclusion that the ironic words ""with flying colors,"" means moving fast with ease.  In the sentence ""No records exists of her examination, but we now know that Phillis passed with flying colors,"" I infer that Phillis Wheatley really impresses the 18 gentlemen, and pass the examination quickly with ease.  Furthermore, the passing of the examination really had a big impact on Phillis Wheatley's future career, because that examination lead her to go to different states, countrys, and even contenients.  In conclusion, that is what ""with flying colors"" means, and how the examination impacted her future career."	1		20130815084822	600	1		20130815085115	607	1											
6	AI-XC	20131002135732	1000	1000	W	N	N	M	361493	7	10015958	Y	46348	With flying colors means that you completed somthing very well.  She went on to do good things.	1		20130814154726	597	1		20130814154903	605	1											
7	AI-XC	20131002135732	1000	1000	W	N	N	F	361514	7	10015960	Y	46348	"""With flying colors"" means she must have used very dispriptive terms in her poems and unique techniques to make the poems seem like they were actually flying colors and she obviously impressed the examiners."	1		20130815084323	605	1		20130815084450	598	0		20130819155731	498	1							
8	AI-XC	20131002135732	1000	1000	W	N	N	F	361516	7	10015962	Y	46348	hi	T		20130819155623	77		T	20130819160123	462		T										
9	AI-XC	20131002135732	1000	1000	W			F	361522	7	10015964	Y	46348	with flying colors means that she easily passed or that she passed very good. she went abroad to England to meet with the literary patrons and after returning to America she was freed by her master. she also wrote a special verse dedicated to general George Washington when he received it he invited her to visit him at his headquarters	2		20130815084822	600	2		20130815085115	607	2											
10	AI-XC	20131002135732	1000	1000	NR			M	361533	7	10015966	Y	46348	With flying colors mean that see pass the test with no wrong stuff she had on her paper.If she pass the test her future that she would be famous and get lots of money.	2		20130815082329	597	1		20130815082735	605	0		20130819154825	498	2							
11	AI-XC	20131002135732	1000	1000	A			M	361687	7	10015968	Y	46348	"""With flying colors"" mean that Wheatley passed her examination with amazing poetry.  This had in impact on her future carrer, because she penned several patriotic poems during the American Revolution, and got to write a special verse for George Washington."	1		20130814153730	597	1		20130814154149	605	1											
12	AI-XC	20131002135732	1000	1000	W			M	361747	7	10015970	Y	46348	"The phrase""with flying colors"" means that she passed with no hitches and didn't make one mistake. Pretty much saying that she did it perfectly."	1		20130814153730	597	1		20130814154149	605	1											
13	AI-XC	20131002135732	1000	1000	A			M	361759	7	10015972	Y	46348	flying colors means she passed with a A+.with the test done she could write books or poetry.	1		20130815085228	599	1		20130815085646	605	1											
14	AI-XC	20131002135732	1000	1000	H		Y	F	361797	7	10015974	Y	46348	It means that the men were really impress by her poems. Her poems were published and was able to write freely.	2		20130815084815	601	2		20130815085034	606	2											
15	AI-XC	20131002135732	1000	1000	W	N	N	M	361827	7	10015976	Y	46348	Everyone loved her poems. It impacted her career because she now was free of her master in America and she could write more poems and make more books for people to read.	1		20130815083620	599	1		20130815083827	600	1											
16	AI-XC	20131002135732	1000	1000	W	N	N	F	362004	7	10015978	Y	46348	"""With flying color,"" means that she got her book published even with her skin color. This impacted her future because she got to meet with literary patrons from England.  After this, her master frred her.  She will now live in great African-American history."	1		20130815082329	597	1		20130815082735	605	1											
17	AI-XC	20131002135732	1000	1000	W			F	362354	7	10015979	Y	46348	"Passing examineating with flying colors means talent speeks for itslef. This impacted her future career because she wants to publish her books to pass on to her children and childrens children. als, ""Books have opened a whole new life for phillis, as she taught literature and geography, memorized the names of cities and countries lists of kings and queens, and dates and discoveries."""	0		20130814155244	647	0		20130815082853	603	0											
