	AI_Prov_Name	File_Date	File_Count	Group_Count	Ethnicity	IEP	LEP	Gender	Ven_Stud_ID	Grade	Stud_Test_ID	Score_Flag	Item_ID	Item_Response	Final_Score	Data_Point	Read1_Date	Read1_ID	Read1_Score	Read1_Cond	Read2_Date	Read2_ID	Read2_Score	Read2_Cond	Read3_Date	Read3_ID	Read3_Score	Read3_Cond	Read5_Date	Read5_ID	Read5_Score	Read5_Cond	Alert_Code	Alert_ReaderID
0	AI-XC	20131119122112	1000	1000	H	N	N	M	362777	9	10635167	Y	48247	they where nice guest																				
1	AI-XC	20131119122112	1000	1000	B			M	362803	9	10635168	Y	48247	in the last pargragh it said everbody was geather around so they can see the fish.so i guess they are nice poeple																				
2	AI-XC	20131119122112	1000	1000	H	N	Y	M	362847	9	10635169	Y	48247	"alans family guest were Chinook people.  ""a first meal ceremony. its a ceremony held before any unting, fishing, or gathering can take place."""																				
3	AI-XC	20131119122112	1000	1000	H	N	N	M	362996	9	10635170	Y	48247	The guests seem to know more about Alan rather than Alan knowing them. The guests began to sing but Alan didnt know what they were saying but the meaning was clear to him: they were grateful for the fish.																				
4	AI-XC	20131119122112	1000	1000	W	N	N	F	363046	9	10635171	Y	48247	they are greatful and very good cooks.																				
5	AI-XC	20131119122112	1000	1000	H	N	N	F	363348	9	10635172	Y	48247	"They are old fashioned and they seem to stick to the ways their ancestors did, also laid back but hard working. ""They brought out instruments and began to play a song Alan didnt understand the words but the meaning was clear"""																				
6	AI-XC	20131119122112	1000	1000	W	N	N	F	363754	9	10635173	Y	48247	"Alan's family's guests honored the salmon of the river a lot and thought very highly of them. They liked to show ""gratitude to this fish for working so long and hard to make it up the stream so that all could benefit."																				
7	AI-XC	20131119122112	1000	1000	H	N	N	M	363861	9	10635174	Y	48247	"They all seemed joyful at the sight of the Chinook. The sentence is when it says ""...but the meaning was clear: gratitude to this fish for working so long and hard to make it up the stream so that all could benefit."""																				
8	AI-XC	20131119122112	1000	1000	H	N	N	M	364001	9	10635175	Y	48247	they were very nice because they remembered im from when he was little.																				
9	AI-XC	20131119122112	1000	1000	H	N	N	F	364035	9	10635176	Y	48247	"Alan's family's guest were very caring and comfortable people. They were also down to Earth and very connected with their Chinook roots: ""They brought out instruments and began to play a song."" ""...People Alan didn't know but who seemed to know him just fine."""																				
10	AI-XC	20131119122112	1000	1000	W	Y		F	364132	9	10635177	Y	48247	They are different people then what he is used too.																				
11	AI-XC	20131119122112	1000	1000	H	N	Y	M	364153	9	10635178	Y	48247	"They are like a tradition were they celebrate.""It's a ceremony held before any hunting, fishing, or gathering can take place."																				
12	AI-XC	20131119122112	1000	1000	W			F	364284	9	10635179	Y	48247	There nice and like to play music and sat down and shared a great feast of salmon with the hardworking Chinook kind.																				
13	AI-XC	20131119122112	1000	1000	B	N	N	F	364562	9	10635180	Y	48247	"Alan's guests are very welcoming and acted as if they already new him. Mostly Chinook people he didnt know came and brought instruments and began to play a song."""																				
14	AI-XC	20131119122112	1000	1000	W	N	N	F	364826	9	10635181	Y	48247	"They are very traditional in their culture and nice. They are part of the Chinook people. ""They brought out instruments and began to play a song."""																				
15	AI-XC	20131119122112	1000	1000	NR			M	364862	9	10635182	Y	48247	"They all knew Alan even though he didn't know them. In the last paragraph it states, ""An hour later more than a dozen people had gathered by the river where the fish had made its run mostly Chinook people Alan didn't know but who seemed to know him just fine."""																				
16	AI-XC	20131119122112	1000	1000	NR			F	364864	9	10635183	Y	48247	They were their neighbors, mostly Chinook people. They brought instruments and began to play, and they spoke a different language.																				
17	AI-XC	20131119122112	1000	1000	W	N	N	M	364952	9	10635184	Y	48247	They are Chinook indians and they do things traditionally. Alan did't know but who seemed to know him just fine																				
18	AI-XC	20131119122112	1000	1000	H			F	365069	9	10635185	Y	48247	Alan's family guests seem very polite and hard working people. They are hard working because hey cleaning up and restoring a piece of land that they had inherited. They are polite by inviting people to celebrate the return of the Chinook salmon.																				
19	AI-XC	20131119122112	1000	1000	W			F	365211	9	10635186	Y	48247	"They are very kind, traditional people. Very welcoming, ""That night, Alan's family and his new neighbors shared a great feast of salmon: the hardworking Chinook kind."""																				
20	AI-XC	20131119122112	1000	1000	H	N	N	M	365440	9	10635187	Y	48247	Alan's family guests are like very friendly and kind to Alan.																				
21	AI-XC	20131119122112	1000	1000	H	N	Y	M	365598	9	10635188	Y	48247	Alan's family's guests are thankful for the fishes that they are going to catch from the river.																				
22	AI-XC	20131119122112	1000	1000	W			F	365777	9	10635189	Y	48247	"Alan's family's guests are facinated. ""An hour later, more than a dozen people had gathered by the river where the fish had made its run-"""																				
23	AI-XC	20131119122112	1000	1000	A	N	Y	M	365844	9	10635190	Y	48247	Alan's family's guests are Chinook people Alan didn't know yet seemed to know him like family. They sang and began to play a song.																				
24	AI-XC	20131119122112	1000	1000	W	N	N	M	365941	9	10635191	Y	48247	Alan's families guests are kind and cheerfull.																				
25	AI-XC	20131119122112	1000	1000	A	N	N	F	365945	9	10635192	Y	48247	"Alan's family's guest are Chinook people. They are most likey primative, with little or no eletricity. The author describes him when he says, ""They bought instruments and began to play a song""."																				
26	AI-XC	20131119122112	1000	1000	B	N	N	M	366042	9	10635193	Y	48247	Alan' family's guests were neighbors of the area. they are kind and trusting people. They came over and did a ceremony with people they barly knew.																				
27	AI-XC	20131119122112	1000	1000	W	N	N	M	366088	9	10635194	Y	48247	there also chinook and loyal to there herittage and chinook traditions he says that they people who came where mostly chinook																				
28	AI-XC	20131119122112	1000	1000	W	N	N	F	366141	9	10635195	Y	48247	"Alan's family's guests seem to look at things in a positive way. In the story it mentions ""My grandfather used to say. 'Hunger is the best sause.' What do you think Alan?"" Alan's dad seem to enjoy Alan's happiness with his meal. He cares about his opinion on it, or he wouldn't have asked. He noticed that Alan was pleased."																				
29	AI-XC	20131119122112	1000	1000	W	N	N	M	366386	9	10635196	Y	48247	"Alan's family's guests are chinook people and they seem verey cind ""Alan didn't know but who seemed to know him just fine."""																				
30	AI-XC	20131119122112	1000	1000	W	Y	N	M	367072	9	10635197	Y	48247	They are nice to him and act like they know him. They are all thankful for the fish and know how to fish.																				
31	AI-XC	20131119122112	1000	1000	B	N	N	F	367355	9	10635198	Y	48247	"there like the orginal tribe . ""they brought out instruments and began to play a song."""																				
32	AI-XC	20131119122112	1000	1000	W	Y	N	F	367676	9	10635199	Y	48247	"they are chinook people. "" they brought out instruments and began to play a song. alan didn't understand the words, but the meaning was clear: gratitude to this fish for working so long and hard to make it up the stream so that all could benefit"""																				
33	AI-XC	20131119122112	1000	1000	A		N	F	367879	9	10635200	Y	48247	"Alan's family's guests are very kind and very open with themselves. They seem comfortable, nice, and thankful. In paragraph 10, sentence two, it clearly states, ""They brought our instruments and began to play a song. Alan didn't understand the words, but the meaning was clear: gratitude to the fish for working so long and hard to make it up the stream so that all could benefit."" It shows that Alan's family's guest are open with their music and kind and comfortable enough to play for everyone, it also states that the meaning in the song was clear, and that they were thankful. That there was gratitude in their song."																				
34	AI-XC	20131119122112	1000	1000	W	N	N	F	368235	9	10635201	Y	48247	genorus																				
35	AI-XC	20131119122112	1000	1000	NR			M	368241	9	10635202	Y	48247	They were all Chinook. An hour later, more than a dozen people had gathered by the river where the fish had made its run-mostly Chinook people Alan didn't know but who seemed to know him just fine.																				
36	AI-XC	20131119122112	1000	1000	W	N	N	F	368702	9	10635203	Y	48247	They were musical.																				
37	AI-XC	20131119122112	1000	1000	W	N	N	M	368913	9	10635204	Y	48247	"The guests were Chinook people who relived the traditions of their ancestors.  ""An hour later, more than a dozen people had gathered by the river where the fish had made its run-mostly Chinook people..."""																				
38	AI-XC	20131119122112	1000	1000	B	N	N	F	369009	9	10635205	Y	48247	They were a happy guest and was very excited for the return of Chinook too.																				
39	AI-XC	20131119122112	1000	1000	B	Y	N	M	369118	9	10635206	Y	48247	i dont know																				
40	AI-XC	20131119122112	1000	1000	B			F	369901	9	10635207	Y	48247	They were nice and well spoked.																				
41	AI-XC	20131119122112	1000	1000	NR			F	370068	9	10635208	Y	48247	They are lively and thankful for what they have. Paragraph 10, Sentence 2.																				
42	AI-XC	20131119122112	1000	1000	H	N	N	F	370716	9	10635209	Y	48247	Alans guest  are like are great people they wil get fish for the Alan's family.Alans guest also give a first meal ceremony  to held before hunting,fidhing or gathering can take place or for saying thank you for all what they had done for them.																				
43	AI-XC	20131119122112	1000	1000	NR		N	M	370766	9	10635210	Y	48247	Alan's family guest are like people that love to play around and have fun. i think they love to go fishing they caught a big fish triangular fin pushing its way through the mess of logs and trash. Alan crouched down and watched it with fascination. they wanted to see the great clumbia river father north roaring the wild and wide al the way to the ocean.																				
44	AI-XC	20131119122112	1000	1000	NR			F	371414	9	10635211	Y	48247	wonderful storises of her childhoood visits to the area.																				
45	AI-XC	20131119122112	1000	1000	H	N	N	F	371422	9	10635212	Y	48247	They are nice people that like to sing.																				
46	AI-XC	20131119122112	1000	1000	NR	N	N	M	371472	9	10635213	Y	48247	"Alan's family's guests are very tribal. They put on the first meal ceremony on for Alan and his family. They brought instruments for the song and helped Alan's family sing it. ""... mostly Chinook people Alan didn't know..."" the guests where Chinook people, they where very tribal in their ways."																				
