	AI_Prov_Name	File_Date	File_Count	Group_Count	Ethnicity	IEP	LEP	Gender	Ven_Stud_ID	Grade	Stud_Test_ID	Score_Flag	Item_ID	Item_Response	Final_Score	Data_Point	Read1_Date	Read1_ID	Read1_Score	Read1_Cond	Read2_Date	Read2_ID	Read2_Score	Read2_Cond	Read3_Date	Read3_ID	Read3_Score	Read3_Cond	Read5_Date	Read5_ID	Read5_Score	Read5_Cond	Alert_Code	Alert_ReaderID
0	AI-XC	20131002135843	1000	1000	W	N	N	F	361267	7	10204804	Y	46282	So when they are riding their Bike they will no what is happening in the surroundings and they won't get hurt by wearing a Helmet also if they need help or something else they would need a cell phone to call someone.When the bicyclists are riding at night they will need a headlight to make other riders or car drivers aware you are riding in the dark and don't hit me.	0		20130813130526	601	0		20130813130927	605	0											
1	AI-XC	20131002135843	1000	1000	H	N	N	F	361320	7	10204805	Y	46282	Police officers would encourage bicyclists to read this text because it would be way more careful and less accidents out in the streets.It shows a lot of safer things you can do while riding a bicycle and it would make it easier for the police and other people.	1		20130813130327	603	1		20130813130622	607	1											
2	AI-XC	20131002135843	1000	1000	W		N	M	361405	7	10204806	Y	46282	So that they dont have to deal withit themself or to make it so we dont get hurt	0		20130813125935	598	0		20130813130246	597	1		20130814130802	459	0							
3	AI-XC	20131002135843	1000	1000	W			F	361410	7	10204807	Y	46282	Officers would want bicyclists to read this text for saftey tips and ways to be safe.	1		20130813111738	598	1		20130813112027	603	1											
4	AI-XC	20131002135843	1000	1000	W	N	N	F	361480	7	10204808	Y	46282	A police officer would encourage bicyclist to read this text because it provides information on the best ways to be safe when rideing a bike. It also privides other places you could go to look for more information on how to be safe when riding a bike, and it informs you on some of the laws and rules you have to follow when riding a bike. Police officers would want you to know all of these things, so that you and they people around you are safe.	1		20130813105511	607	2		20130813110043	601	1		20130813110834	459	1							
5	AI-XC	20131002135843	1000	1000	W	N	N	M	361585	7	10204809	Y	46282	Because if they read it there is a better chance of bike safety everywhere because bikers will tell other bikers and it will continue like that.	1		20130813112931	607	1		20130813113416	601	1											
6	AI-XC	20131002135843	1000	1000	W			M	361620	7	10204810	Y	46282	The police would like bike riders to read this so they know how to be safe.As well as being caushes about were they go and what they do.They also say to ride safily and still have fun.	1		20130813110506	598	1		20130813110846	597	1											
7	AI-XC	20131002135843	1000	1000	NR			F	361623	7	10204811	Y	46282	"In paragraph 8; the text says to ""Keep your cell phone with you."" Police might say this because if your in trouble or stranded, you can call them, family or friends. the same principle goes with paragraph 6; use a bell or whistle. Cars use horns to alert others, and bikers should do the same."	0		20130813130618	597	0		20130813131014	600	0											
8	AI-XC	20131002135843	1000	1000	A	N	N	M	361652	7	10204812	Y	46282	"Police officers would encourage bicyclists to read this text because they want to keep bycyclists and all other people safe from getting injured or even dying in an accident.  The writer of this passage said at the beginning of the passage, ""These guidelines will help keep you wheeling safely.""  This shows that the writer wants bicyclists to stay safe while biking.  Police officers want bicyclists to have fun and enjoy themselves, but to stay responsible and to keep themselves and others safe.  The writer says that here, "" As long as you keep aware of you surroundings and remember that you share the road with many others, you can have fun and and stay healthy while riding responsibly."""	2		20130813111313	603	2		20130813111924	597	2											
9	AI-XC	20131002135843	1000	1000	I	N	N	M	361767	7	10204813	Y	46282	it can save your life and others. the text has all kinds of safty tips about biking.	1		20130813112358	605	1		20130813113000	598	1											
10	AI-XC	20131002135843	1000	1000	H	N	Y	F	361913	7	10204814	Y	46282	Police officers would encourage bicyclists because they want to show the safety of the road espicially while riding a bike. It would tell them that they need to be careful and be self conscious.	1		20130813112024	607	1		20130813112328	598	1											
11	AI-XC	20131002135843	1000	1000	NR			F	361943	7	10204815	Y	46282	they would encourage them because bicyclists get killed alot and forget about the rules sometimes	0		20130813110525	597	0		20130813111529	601	0											
12	AI-XC	20131002135843	1000	1000	NR	Y		M	362160	7	10204816	Y	46282	Police officers would want u to read this because, if your in a town and u dont have a helmet on then you might crash. The police officers would also want you to read this because, if your in a town make sure you stop at the stop lights and street signs	0		20130813111716	599	0		20130813112133	605	2		20130813112919	459	0							
13	AI-XC	20131002135843	1000	1000	H	N	N	M	362281	7	10204817	Y	46282	The police would like it because some of the bicyclists do not pay attention to the road. Also people do not know the safty rules, thats why i think that police would like peopole to read the bike safty	1		20130813105828	599	1		20130813110112	605	1											
14	AI-XC	20131002135843	1000	1000	W	N	N	M	362350	7	10204818	Y	46282	To make the people wear helmets and be safe.	2		20130813113620	598	1		20130813113948	600	2		20130814081840	459	2							
15	AI-XC	20131002135843	1000	1000	W			M	362365	7	10204819	Y	46282	Police officers would ask you to read this text because it could be benificiary to both the bicyclist and car drivers. For example a guy might not know that you're supposed to wear reflective gear while riding at night and the bike might swerve out in the road and the car might hit him because he never seen the bicyclist coming and he might be in big trouble. But if the bicyclist was to wear his reflective gear then the problem would never happen.  Another example is that you should not wear headphones if you are riding a bike. I never know this was important but i get it now because if there is a car coming behind you and you can't hear them and they might hit you which would be bad for both of you.	0		20130813113808	607	0		20130813114401	599	2		20130814081840	459	0							
16	AI-XC	20131002135843	1000	1000	H		N	M	362480	7	10204820	Y	46282	police officers encourage bicyclists to read this so that bikers will be safe and will know what to do if there is an emergency	1		20130813110154	606	1		20130813110354	607	1											
17	AI-XC	20131002135843	1000	1000	W	N	N	F	362669	7	10204821	Y	46282	So that people can stay safe.	1		20130813110556	601	1		20130813110848	603	1											
18	AI-XC	20131002135843	1000	1000	P			M	362674	7	10204822	Y	46282	So Bycyclists Can Stay Safe On The Roads They Ride On And Also To Keep Others Safe Aswell.	1		20130813110118	598	1		20130813110818	600	1											
19	AI-XC	20131002135843	1000	1000	W	Y	N	M	362948	7	10204823	Y	46282	I bealeav that thay are tring to keap us saf. For exampl the new englen jernl of medikl condued a stutea that fownd that bisklist hoower helmets hav a 85 persent les chans of hed injerea	2		20130813113335	603	2		20130813113959	605	2											
20	AI-XC	20131002135843	1000	1000	H	N	N	F	363311	7	10204824	Y	46282	Police officers would encourage bicyclists to read this because if they did read this they could possibly prevent an accident from happening that would've been caused by one of the safty regulations being ignored.	1		20130813110154	606	1		20130813110354	607	1											
21	AI-XC	20131002135843	1000	1000	H	N	N	M	363567	7	10204825	Y	46282	"because we are shareing the road with them. ""we're sharing the road with pedesrains, motorcyclists, automobile, and truck drivers"""	0		20130813125643	601	0		20130813130142	600	0											
22	AI-XC	20131002135843	1000	1000	W			F	363652	7	10204826	Y	46282	Police officers would encourage biocycolysts to read this because They dont want them to get hurt, but its the bicyclists responsibility to know weather to wear a helmet or not, to not get hurt. They would want them to read this text for edvice. They dont want them to get hurt. In this passage it says to wear a helmet, its the most important thing to do while riding a bike. if you dont wear one you could cause head injury or a dissorder that could change your life completly. This is why police officers would want bicyolists to read this text.	2		20130813125611	605	2		20130813125957	597	2											
23	AI-XC	20131002135843	1000	1000	NR			M	364104	7	10204827	Y	46282	So the bikers could be safe all the time when they are riding.	1		20130813104949	598	1		20130813105313	599	1											
24	AI-XC	20131002135843	1000	1000	H	N	Y	F	364147	7	10204828	Y	46282	The police officers would encourage bicyclists to read this text because it will teach the bicyclists to keep safe when there onn their bycycils so their wont be no accidents when your ridding around town or places. It's not because the police doesn't want you ridding your bycical's its because we have to learn how to be safe.	1		20130813105549	605	1		20130813110029	603	1											
25	AI-XC	20131002135843	1000	1000	W		N	F	364332	7	10204829	Y	46282	I think officers would encourage bikers to read this text because they dont want people getting hurt, because maybe you don't have have a helmet and then you end up falling off your bike and hurting their head, also if you're not wearing a helmet you have greater chances that you will have a head injury. They also mention in the text that you should drink LOTS of drinks like water so you don't become dehidrated. Riding with friends can be a terrific choice because if one of you get hurt it will be easyer to get help instead of you being by yourself, so basicly officers would want you to read this text because they want bicyclists to have some knowledge for biking safely.	2		20130813111313	603	2		20130813111924	597	2											
26	AI-XC	20131002135843	1000	1000	W		N	F	364339	7	10204830	Y	46282	I think police officers would want bicyclists to read this text because it could prevent accidents and keep others and yourself safe. For example, bikers should follow the same rules as a driver, and doing this people will be safer.	2		20130813111241	598	2		20130813111555	605	2											
27	AI-XC	20131002135843	1000	1000	W	N	N	M	364350	7	10204831	Y	46282	It informs about bike saftey.	1		20130813130606	601	1		20130813130708	603	1											
28	AI-XC	20131002135843	1000	1000	W	N	N	F	364423	7	10204832	Y	46282	Police officers want people to read this because it tells you what you should and should not do. You should wear a helmet so that you dont have any injurys when your riding your bike. Wearing the right clothes when you are on your bike. Drinking fluids, that you should ride with your friends and family, what you should do at night when you are riding. You have to follow the same rules as the cars on the roads.	2		20130813125935	598	0		20130813130246	597	2		20130814130802	459	2							
29	AI-XC	20131002135843	1000	1000	NR	N	N	M	365063	7	10204833	Y	46282	Because there is a lot of information they need to no or they wil be damage a lot.	1		20130813112954	601	1		20130813113205	597	1											
30	AI-XC	20131002135843	1000	1000	H	N	Y	M	365065	7	10204834	Y	46282	So that people who like to ride bikes need to be safe for their own safety	1		20130813114318	606	1		20130813125258	598	1											
31	AI-XC	20131002135843	1000	1000	W	N	N	F	365164	7	10204835	Y	46282	Police officers would encourage bicyclists to read this passage because it informs you on how to stay safe while riding your bicycle. Many injuries happen to most bicyclists when they don't wear a helmet. It has become a law in some states to wear a helmet. Also, the road is used for bicyclists and cars so you have to know your hand signs to inform drivers that you're turning a certain direction. Police officers want you to be safe on the rode.	2		20130813112308	601	2		20130813112540	600	2											
32	AI-XC	20131002135843	1000	1000	W			M	365427	7	10204836	Y	46282	So then every body can be safe and so nobody gets hurt. and you should stay on the side walk on the right side so then you wont get hurt. but if you dont follow the rule you will get injured .	1		20130813111716	599	1		20130813112133	605	1											
33	AI-XC	20131002135843	1000	1000	W	N	N	M	365471	7	10204837	Y	46282	Police officers would encourage bicyclists to read this text because it offers numerous tips such as to always wear a bike helmet, stay hydrated, always carry a cell phone, etc. which help bicyclists and people around them safe from possible danger.	2		20130813110525	597	2		20130813111529	601	2											
34	AI-XC	20131002135843	1000	1000	H		Y	M	365885	7	10204838	Y	46282	The police officer would encourage the person who is driving the bike to wear a gelmet.	0		20130813110556	601	0		20130813110848	603	0											
35	AI-XC	20131002135843	1000	1000	W	N	N	F	366098	7	10204839	Y	46282	"Police officers would encourage bicyclists to read this passage because of the safty tips it provides. Tips such as, ""Ride with friends and family as much as possible."" and ""Even during the day, wear always wear bright and reflective clothing."""	2		20130813105719	607	2		20130813110108	597	2											
36	AI-XC	20131002135843	1000	1000	NR			F	366151	7	10204840	Y	46282	Police officers  would encourage bicyclists to read this text because it tells a lot about the safety of wearing a helmet, and wearing bright clothes so it is easier for you to be seen.There are many more but my point is they don't want you to get hurt.	2		20130813125838	603	2		20130813130040	605	2											
37	AI-XC	20131002135843	1000	1000	NR			F	366205	7	10204841	Y	46282	What this passage is saying could help save you from an accident  and keep you from getting stranded. All of this material could save your life.	2		20130813112328	598	0		20130813112548	605	1		20130813114125	459	2							
38	AI-XC	20131002135843	1000	1000	W	N	N	M	368577	7	10204842	Y	46282	They would like to keep you and everyone else safe while you are on the road.  Some of the ways are to wear a helmet and wear reflective clothing.  Those could keep you and everyone around you safe.	2		20130813112709	605	2		20130813113318	606	2											
39	AI-XC	20131002135843	1000	1000	H	N	N	F	368919	7	10204843	Y	46282	This text can be important to bicyclists, not only to inform, but to prevent any injuries,or fatal accidents. Also, this text talks about how to keep yourself healthy so you can continue to enjoy biking.	1		20130813113736	601	1		20130813114106	603	1											
40	AI-XC	20131002135843	1000	1000	NR			F	371231	7	10204844	Y	46282	Because it helps you learn what not to do and what to do when your riding a bike. You should be extra careful when your in the city. if you do not have a cell phone then you must stay close to your group or you might get lost. Never wear headphones while your riding a bike. while your riding you need to be able to hear you surroundings even when your not in a city. cell phones are not needed if you are biking on an off-road trail.	2		20130813114106	603	2		20130813114544	597	2											
41	AI-XC	20131002135843	1000	1000	NR			F	371528	7	10204845	Y	46282	They would because its about being safe around people in velicles while riding a bike. They would want you to know why they tell you to do all these thing, so that your safe, not because they want to see if you would actually listen to their rules.	1		20130813105511	607	1		20130813110043	601	1											
42	AI-XC	20131002135843	1000	1000	NR			F	371883	7	10204846	Y	46282	It gives a lot of good safety tips to people who bike a lot.	1		20130813113613	606	1		20130813113903	598	1											
43	AI-XC	20131002135843	1000	1000	W	N	N	M	372381	7	10204847	Y	46282	Police officers would want people to read this so they know what to do when they are biking by cars and when they have to turn or catch up to friends. '' wear a helmet. This may be the most important bike rule of all.'' '' Use a bell or whistle to alert other bikers on the road.	0		20130813112539	607	0		20130813113008	600	0											
44	AI-XC	20131002135843	1000	1000	W			F	373172	7	10204848	Y	46282	To stay safe. We are sharing the road with pedestrians, motocyclists, and automobile and truck-drivers. That's a lot to look out for. Another reason is what right stuff to wear and who to be with and what to drink  if your going to ride a bicyicle like a helmet, always wear bright and reflective clothing, headlight, use a bell or whistle. Drink lots of fluids like carry water or a sports drink while you're riding your bike. The people you should take with you are friends and family members to be SAFE.	2		20130813111142	606	2		20130813111508	598	2											
45	AI-XC	20131002135843	1000	1000	W	Y	N	M	373978	7	10204849	Y	46282	hi	T		20130819151432	77		T	20130819151932	462		T										
46	AI-XC	20131002135843	1000	1000	H	N	N	F	374708	7	10204850	Y	46282	Police officers would encouage bicyclists to read this text because it is well informative on what and what not to do. Information just like; use hand signals to inform others around you know that your gonna move lanes or pull up to make a call.	2		20130813111613	606	2		20130813112024	600	2											
47	AI-XC	20131002135843	1000	1000	H		Y	M	375528	7	10204851	Y	46282	TO help them to not get ran over by a veacal.TO WEAR BRIGHT CLOTH SO THE CAR COULD SEE THEM.	0		20130813113745	603	0		20130813114001	607	2		20130814081840	459	0							
48	AI-XC	20131002135843	1000	1000	H		N	F	376061	7	10204852	Y	46282	In the story Bike Safety the police officers want the readers to read the sroty becauce the polices officers want the bike riders to be safe and also the people around them.For example, they give guidelines that will help keep you wheeling safely. Also in the guidelines they give examples of what to wear to keep you protected and what should you take to drink to keep and help your body working hard well your riding a bike special in hot days. It also states that you shpuld take your cell for incase of a emergency . For example, you might get seperated from youur group and might need directions.	2		20130813130620	600	2		20130813130852	607	2											
49	AI-XC	20131002135843	1000	1000	NR			F	376212	7	10204853	Y	46282	cause there are many head injuries from bicycle acidents	0		20130813111142	606	1		20130813111508	598	0		20130813112919	459	0							
50	AI-XC	20131002135843	1000	1000	H	N	Y	M	377674	7	10204854	Y	46282	Police officers will encorage bicyclist to read this test because,some bicyclist don't know the rules of riding a bike on roads or they don't know the basic road rules for bicyclist.	1		20130813125935	598	1		20130813130246	597	1											
51	AI-XC	20131002135843	1000	1000	W	N		M	378168	7	10204855	Y	46282	I think it is because it talks about the importence of bike saftey, like wear a helmet, ride with a buddy, and drink lots of fluids.	2		20130813125754	598	2		20130813130059	607	2											
52	AI-XC	20131002135843	1000	1000	W	N	N	F	378593	7	10204856	Y	46282	Police officers would encourage bicyclists to read tis text because if they read this they would learn something out of it. It would actully teach them something about how to be staft on a bike.	1		20130813110556	601	1		20130813110848	603	1											
53	AI-XC	20131002135843	1000	1000	B	N	N	F	378604	7	10204857	Y	46282	"Believe it or not, some police officers ride on bikes. Also in the passage it says "" Follow the same laws that cars use. When in the city or on a suburban or country road, a bike is considered no different than a car or motorcycle. This means tou have th same responsibilites as the driver of a car."""	0		20130813105026	599	0		20130813105656	603	0											
54	AI-XC	20131002135843	1000	1000	H	Y		M	378682	7	10204858	Y	46282	so people riding the bikes will be safe on the road away from harms way	1		20130813114348	598	1		20130813114659	599	1											
55	AI-XC	20131002135843	1000	1000	H			F	378871	7	10204859	Y	46282	they do not want anyone to have a accident for little things and since bicycles are just like cars and motorcycles they want to let them know that they are too suppose to follow laws and headlights like cars	2		20130813104840	606	2		20130813105234	607	1		20130813110227	459	2							
56	AI-XC	20131002135843	1000	1000	H	Y		M	379287	7	10204860	Y	46282	TO BE SAFE OUT ON THE STREETS AND TO BE SAFE BEFORE YOU GET HIT BY A CAR	1		20130813112659	603	1		20130813113000	605	1											
57	AI-XC	20131002135843	1000	1000	W	N	N	F	379302	7	10204861	Y	46282	Police officers encourage you to follow rules and wear helments and saftey gear in case of a emergancy.Also, officers encourage you to wear saftey gear in case some doesn't see or if you are on a trail and you fall.	2		20130813125838	603	2		20130813130040	605	2											
58	AI-XC	20131002135843	1000	1000	NR			M	380056	7	10204862	Y	46282	Because in this guide line bikers  learn all the cautions and all the safety tips about bikes so it will keep us safe.	1		20130813112539	607	1		20130813113008	600	1											
59	AI-XC	20131002135843	1000	1000	A	N	N	M	380249	7	10204863	Y	46282	"Police officers would encourage people to read this text because all of this information is very helpful and helps people to stay safe.  People might need this information because when biking ""people usually share the road with pedestrians, motorcyclists, and automobile and truck drivers."""	1		20130813114248	601	1		20130813114541	600	1											
60	AI-XC	20131002135843	1000	1000	A			F	380726	7	10204864	Y	46282	Police officers would encourage bicyclists to read this text because when the bicyclists don't wear helmets when they ride their bikes, it is not safe.	0		20130813111313	603	0		20130813111924	597	0											
