	AI_Prov_Name	File_Date	File_Count	Group_Count	Ethnicity	IEP	LEP	Gender	Ven_Stud_ID	Grade	Stud_Test_ID	Score_Flag	Item_ID	Item_Response	Final_Score	Data_Point	Read1_Date	Read1_ID	Read1_Score	Read1_Cond	Read2_Date	Read2_ID	Read2_Score	Read2_Cond	Read3_Date	Read3_ID	Read3_Score	Read3_Cond	Read5_Date	Read5_ID	Read5_Score	Read5_Cond	Alert_Code	Alert_ReaderID
0	AI-XC	20131002135811	1000	1000	W	N	N	F	747925	10	10103986	Y	46619	definition of congruent triangle	0		20130809140846	1326	0		20130809140842	1295	0											
1	AI-XC	20131002135811	1000	1000	W	N	N	M	748191	10	10103989	Y	46619	AD bisects BC	0		20130809140849	1326	0		20130809140837	1443	0											
2	AI-XC	20131002135811	1000	1000	W	N	N	M	748192	10	10103993	Y	46619	Because the triangle is equally split and  it creates two smaller congruent triangles.	0		20130809140845	1326	0		20130809140850	1455	0											
3	AI-XC	20131002135811	1000	1000	W	Y	N	M	750364	10	10103995	Y	46619	Corresponding parts of a triangle	0		20130809140843	1326	0		20130809140832	1455	0											
4	AI-XC	20131002135811	1000	1000	H	N	N	F	767564	10	10103997	Y	46619	algebaraic function	0		20130809140838	1326	0		20130809140833	1295	0											
5	AI-XC	20131002135811	1000	1000	H	N	N	F	767960	10	10103999	Y	46619	sss	1		20130809140835	1326	1		20130809140830	1455	1											
6	AI-XC	20131002135811	1000	1000	H	N	N	F	768115	10	10104001	Y	46619	side side congrunce	1		20130809140833	1326	0		20130809140828	1455	1		20130812130838	1061	1							
7	AI-XC	20131002135811	1000	1000	H	N	N	M	768155	10	10104002	Y	46619	Angle Side Angle	0		20130809140829	1326	0		20130809140825	1455	0											
8	AI-XC	20131002135811	1000	1000	W	N	N	F	807653	10	10104003	Y	46619	The reflective property	0		20130809140828	1326	0		20130809140823	1455	0											
9	AI-XC	20131002135811	1000	1000	B	N	N	M	808022	10	10104004	Y	46619	The triangle ABD is equal to the Triangle ACD because all of the corresponding sides are equal to each other in both triangles.	1		20130809140827	1326	1		20130809140828	1295	0		20130812130855	1061	1							
10	AI-XC	20131002135811	1000	1000	H	N	Y	M	808113	10	10104005	Y	46619	they are congruent by SSS	1		20130809140815	1326	1		20130809140819	1295	1											
11	AI-XC	20131002135811	1000	1000	W	N	N	M	820964	10	10104006	Y	46619	They are both the same size, but are just mirroring eachother.	0		20130809140813	1326	0		20130809140817	1295	0											
12	AI-XC	20131002135811	1000	1000	B	N	N	M	820966	10	10104007	Y	46619	idk	N		20130809140811	1326		N	20130809140820	1455		N					20130809160810	1326		N		
13	AI-XC	20131002135811	1000	1000	W	Y		F	821122	10	10104008	Y	46619	Their for these are congruent because of CPACT	0		20130812130832	1061	0		20130813090816	1121	0											
14	AI-XC	20131002135811	1000	1000	W	N	N	F	821327	10	10104009	Y	46619	They are congruent	0		20130809140809	1326	0		20130809140811	1455	0											
15	AI-XC	20131002135811	1000	1000	W	N	N	M	821330	10	10104010	Y	46619	they have the same figure split into two	0		20130809140808	1326	0		20130809140814	1295	0											
16	AI-XC	20131002135811	1000	1000	B	N	N	M	821464	10	10104011	Y	46619	sss	1		20130809140806	1326	1		20130809140808	1455	1											
17	AI-XC	20131002135811	1000	1000	W	N	N	M	821469	10	10104012	Y	46619	Itis so because, it is similar to reflexive property.	0		20130809140804	1326	0		20130809140806	1295	0											
18	AI-XC	20131002135811	1000	1000	W	Y	N	M	821474	10	10104013	Y	46619	52215	0		20130809140802	1326		T	20130809140806	1455		T					20130814160823	1326	0			
19	AI-XC	20131002135811	1000	1000	H	N	N	M	821499	10	10104015	Y	46619	I have no clue.	N		20130809140859	1326		N	20130809140853	1455		N					20130809160849	1326		N		
20	AI-XC	20131002135811	1000	1000	B	N	N	F	821545	10	10104016	Y	46619	because AD is the midpoint of ABD and ACD.	0		20130809140856	1326	0		20130809140849	1455	0											
