"X","AI_Prov_Name","File_Date","File_Count","Group_Count","Ethnicity","IEP","LEP","Gender","Ven_Stud_ID","Grade","Stud_Test_ID","Score_Flag","Item_ID","Item_Response","Final_Score","Data_Point","Read1_Date","Read1_ID","Read1_Score","Read1_Cond","Read2_Date","Read2_ID","Read2_Score","Read2_Cond","Read3_Date","Read3_ID","Read3_Score","Read3_Cond","Read5_Date","Read5_ID","Read5_Score","Read5_Cond","Alert_Code","Alert_ReaderID","prediction"
0,"AI-XC",20131119122053,500,500,"NR","N","N","F",697895,7,10584205,"Y",46597,"In the second line of his inequality, he added two 50s but only needed one, therefore the answer would NOT be 6.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.298009126179509
1,"AI-XC",20131119122053,500,500,"H","N","Y","M",697908,7,10584217,"Y",46597,"mason error was that he left out one for hours",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116994171872513
2,"AI-XC",20131119122053,500,500,"W","N","N","M",697925,7,10584282,"Y",46597,"five is wrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0655947303301255
3,"AI-XC",20131119122053,500,500,"NR","N","N","M",697933,7,10584285,"Y",46597,"rgfddddddd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104151229124005
4,"AI-XC",20131119122053,500,500,"NR","","","F",697969,7,10584290,"Y",46597,"h<6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44820094324104
5,"AI-XC",20131119122053,500,500,"2","","","F",698021,7,10584296,"Y",46597,"Mason didn't make any error.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0737316423409228
6,"AI-XC",20131119122053,500,500,"B","N","N","M",698034,7,10584321,"Y",46597,"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211132165642986
7,"AI-XC",20131119122053,500,500,"NR","","","F",698062,7,10584325,"Y",46597,"the error that mason made was subtracting the 50 and 3h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032817378739837
8,"AI-XC",20131119122053,500,500,"B","N","N","M",698063,7,10584330,"Y",46597,"i don't know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169357234276966
9,"AI-XC",20131119122053,500,500,"NR","","","M",698083,7,10584348,"Y",46597,"in the second step he subtracted 50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10713373547954
10,"AI-XC",20131119122053,500,500,"NR","","","F",698101,7,10584354,"Y",46597,"he wrote 3h instead of 3degrees ferenhight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147638784700711
11,"AI-XC",20131119122053,500,500,"W","","","M",698123,7,10584366,"Y",46597,"50-3h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0916966829564436
12,"AI-XC",20131119122053,500,500,"W","","","M",698142,7,10584372,"Y",46597,"He was wrong it would be 5 hours.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0928398314778946
13,"AI-XC",20131119122053,500,500,"W","","","M",698149,7,10584379,"Y",46597,"he took this test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221622466291215
14,"AI-XC",20131119122053,500,500,"W","","","M",698168,7,10584406,"Y",46597,"Mason didn't subtract 3 each hour that there was, he multiplied 3 degrees by the number of hours.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142938103264679
