"X","AI_Prov_Name","File_Date","File_Count","Group_Count","Ethnicity","IEP","LEP","Gender","Ven_Stud_ID","Grade","Stud_Test_ID","Score_Flag","Item_ID","Item_Response","Final_Score","Data_Point","Read1_Date","Read1_ID","Read1_Score","Read1_Cond","Read2_Date","Read2_ID","Read2_Score","Read2_Cond","Read3_Date","Read3_ID","Read3_Score","Read3_Cond","Read5_Date","Read5_ID","Read5_Score","Read5_Cond","Alert_Code","Alert_ReaderID","prediction"
0,"AI-XC",20131119122054,1000,1000,"A","N","N","F",361251,8,10585171,"Y",46203,"But on the other hand, it would be another responsibility that I would have.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19230077694096
1,"AI-XC",20131119122054,1000,1000,"NR","","","M",361571,8,10585178,"Y",46203,"Next, I'm going to have to budget my time.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.914040069646942
2,"AI-XC",20131119122054,1000,1000,"H","","","M",361887,8,10585216,"Y",46203,"and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,"AI-XC",20131119122054,1000,1000,"NR","","","M",362027,8,10585244,"Y",46203,"My schedule may be come a problem as the year progresses.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15888696446493
4,"AI-XC",20131119122054,1000,1000,"NR","","","F",362034,8,10585250,"Y",46203,"Howerver, it might be a bad i dea to run because i have so many other activities.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60888404658098
5,"AI-XC",20131119122054,1000,1000,"W","N","N","M",362131,8,10585257,"Y",46203,"I want to run for class president. But i have to pass all my classes. Iam haveing a hard time in Biology.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03043288009186
6,"AI-XC",20131119122054,1000,1000,"A","N","N","F",362176,8,10585284,"Y",46203,"Before deciding whether to run for vice presidesnt. I must think of the pros and cons. My best friend is running for proesident, so it would be fun and we would spend a lot of time together in the coming year, but I am working at Brick Ice Cream on Saturdays; I have swim practice every day at 6 a.m. T also heard that colleges are impresseds with students who have participated in student government, but I am not really interested in politics and political organization.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,"AI-XC",20131119122054,1000,1000,"A","N","N","F",362199,8,10585288,"Y",46203,"But I have to much work to do in one day.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.850007939701865
8,"AI-XC",20131119122054,1000,1000,"W","N","N","F",362304,8,10585293,"Y",46203,"I have a lot to think about before I fully decide weather I want t odo this or not.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.623210500650452
9,"AI-XC",20131119122054,1000,1000,"NR","","","F",362431,8,10585300,"Y",46203,"i dont know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
