"X","AI_Prov_Name","File_Date","File_Count","Group_Count","Ethnicity","IEP","LEP","Gender","Ven_Stud_ID","Grade","Stud_Test_ID","Score_Flag","Item_ID","Item_Response","Final_Score","Data_Point","Read1_Date","Read1_ID","Read1_Score","Read1_Cond","Read2_Date","Read2_ID","Read2_Score","Read2_Cond","Read3_Date","Read3_ID","Read3_Score","Read3_Cond","Read5_Date","Read5_ID","Read5_Score","Read5_Cond","Alert_Code","Alert_ReaderID","prediction"
0,"AI-XC",20131119122054,500,500,"A","N","N","M",361217,7,10587756,"Y",46282,"It'll keep the bicyclsists from getting hurt and to getting into an accident.And just in case if they're lost, they should always carry their phone at all times.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12267553951705
1,"AI-XC",20131119122054,500,500,"W","N","N","F",361347,7,10587814,"Y",46282,"Police officers know that some people don't know about the rules of biking. when bicyclists read the guide, the police officers  don't have to worry about the safety of the bicyclists, and they know that the bikers know the rules, so when they give tickets, they won't have to go by instinct. Also, there will be less crashes, less accidents, and less deaths.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14681228777742
2,"AI-XC",20131119122054,500,500,"W","N","N","M",361653,7,10587820,"Y",46282,"Police officers would like bicyclists to read this because it points out several laws that would benefit police officers and bicyclists alike if the latter were to abide them.  Also, failure to follow this article's advice could lead to death, and the last thing a policeman wants to do is work with a dead body.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.839953709558595
3,"AI-XC",20131119122054,500,500,"W","N","N","M",361676,7,10587870,"Y",46282,"""Officers would encourage bicyclists to read this text because they want people to be safe and have nothing bad happen to them. Details from the text to support my answer is that the text says """"we need to stay safe.""""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42546622673033
4,"AI-XC",20131119122054,500,500,"W","N","N","F",361677,7,10587876,"Y",46282,"because it tells them why they should wear helmates also it  tells them what o look out for when they are bicycling.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.663007526173136
5,"AI-XC",20131119122054,500,500,"W","N","N","M",361910,7,10587921,"Y",46282,"to keep you safe when you are ridding a bike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.838800915615926
6,"AI-XC",20131119122054,500,500,"NR","","","F",362468,7,10587923,"Y",46282,"The police officers know that it is easy to get into an accident, and it's better if u weara helmet. If you are riding at night you should have on bright clothes and, have headlights on your bike.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468898776004106
7,"AI-XC",20131119122054,500,500,"2","","","M",362570,7,10587927,"Y",46282,"The police encourage bikers to follow there rules because they want less injuries and for the community to be safe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09606015064514
8,"AI-XC",20131119122054,500,500,"W","N","N","M",362941,7,10587931,"Y",46282,"""It shws ways to stay safe on the streetsand know what rules you have to follow to insure that nothing goes wrong. Like how in rule 5, """"A rear strobe light will also keep you visible to others."""" What the author means in this is that, at night you do not want somebody to hit you and cause a huge accident.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61003397047214
9,"AI-XC",20131119122054,500,500,"A","","","M",363050,7,10587937,"Y",46282,"Police officers like potatos. The last time I ate a potato, I accidently pooped on a bench. Then, I slipped on a walrus. It hurt a lot. Courtestry of 1337h4x0rz.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3915419357348
10,"AI-XC",20131119122054,500,500,"H","N","N","F",363571,7,10587988,"Y",46282,"Police officeres most likely encourage bicyclists to read this beacause it helps the bicyclist to be safe when riding. It also shows saftery rules riderss must follow.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24016996940006
11,"AI-XC",20131119122054,500,500,"A","N","Y","F",363789,7,10587993,"Y",46282,"""To encourage the safety of bicyclists and others alike who share the same road, it is important to know how to stay safe on the go. In order to avoid injuries of bikers and drivers, knowing the Do's and Dont's  can mean the difference between life and death. For example, the seventh paragraph of """"Bike Safety"""" states that we should """"obey traffic signals and street signs."""" This meaning that we, as the bicyclists, should let our fellow members on the road know what direction we are headed by using """"blinkers,"""" like cars. Using body language, we can let those who share the road with us know which direction we're headed. For example, an arm on the left side can mean mean that you are about to make a left hand turn. If we all follow these rules and expectations, the police officers will surely be glad, since there will be less of a fuss on the road, therefore they will have the opportunity to focus on other more important things than directing the flow of traffic, for that is the purpose of traffic lights.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
12,"AI-XC",20131119122054,500,500,"W","","N","M",364165,7,10588000,"Y",46282,"Police officers would encourage bicyclists to read this text so that the bicyclists stay safe and dont get anybody else injured.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05601479709131
13,"AI-XC",20131119122054,500,500,"A","","","M",364311,7,10588047,"Y",46282,"Police officers wouuld encourage people to read this passage because it helps people understand how to bike safley anywhere. It also explains how to be a safe driver.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10922302258495
14,"AI-XC",20131119122054,500,500,"B","N","N","M",364754,7,10588052,"Y",46282,"So that there town or city can be more safer and there could be less acidents and injures. Also to make sure that to have sertent things suc as a helment and a cell phone to keep in touch with the other bikers so that there would be less disapearing people.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71209000590448
15,"AI-XC",20131119122054,500,500,"B","N","N","F",365592,7,10588057,"Y",46282,"Police offers would encourage people to read this because it informs them of how to keep safe, and shows the dangers of what can happen when you don't use a bike and its' sfety accesssories correctly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11372742324684
16,"AI-XC",20131119122054,500,500,"H","N","N","M",365621,7,10588104,"Y",46282,"To help people stay safe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.958546731042888
17,"AI-XC",20131119122054,500,500,"W","N","N","M",365861,7,10588108,"Y",46282,"So the bicyclists know what they are suppose to do on and of the road. Like use a bell or a whitsle to alert others. Use a headlihgt when you're riding in the night.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.393491483886587
18,"AI-XC",20131119122054,500,500,"H","","N","F",365894,7,10588113,"Y",46282,"Police officers would like the bicyclists to read this beacuse the want them to be safe and this text explains them how to to be safe and have fun at the same time.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20497043227177
19,"AI-XC",20131119122054,500,500,"W","N","N","F",365922,7,10588119,"Y",46282,"They would encourage it because it will tell them the rules of riding a bicycle and staying safe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05686674935868
20,"AI-XC",20131119122054,500,500,"NR","","","M",365946,7,10588173,"Y",46282,"so bicyclists  can follow the laws of bikeing and the can also be safe with these rules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16636366991703
21,"AI-XC",20131119122054,500,500,"NR","","","F",366161,7,10588224,"Y",46282,"""Police officers would encourage bicyclists to read this text because it would keep more people safe and less accidents to worry about. They would also encourage bicyclists to read this because this text says all the same safety things they do. It says things like """"Obey traffic and street signs.""""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55943033487043
22,"AI-XC",20131119122054,500,500,"W","N","N","M",367308,7,10588230,"Y",46282,"because they also think and are worried that too many people are not wearing helments and other bike safety equiptment so if  they tell the youth they will understand what they have to do",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2470359905742
23,"AI-XC",20131119122054,500,500,"B","N","N","F",368957,7,10588239,"Y",46282,"Police officers would encourage bicyclists to read this text because this text tells the bicyclists how to be safe on the road.Such as, wear bright colors to help people see you on the road.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9456587424306
24,"AI-XC",20131119122054,500,500,"B","N","N","F",369912,7,10588349,"Y",46282,"""Police officers would encourage bicyclists to read this text, so they'll know what to do to keep safe while riding their bike. First, the text states,""""...bicyclists who wear a helmet have and 85 percent less chance of having a head injury."""" This is important to know because it can help a person keep their life safe. Next, the text states,""""Even during the day, always wear bright and reflective clothing...The more visible you are, the safer you'll be."""" This is important because bikers can also keep their life out of danger.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
25,"AI-XC",20131119122054,500,500,"NR","","","F",370294,7,10588403,"Y",46282,"they would encourage it because people need to learn how to be safe on a bike the same way they need to be safe in a car. It is easy to learn how to ride a bike, but do you know how to be safe on a bike is the question",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38529237212854
26,"AI-XC",20131119122054,500,500,"NR","","","M",370727,7,10588411,"Y",46282,"So no one would get injurd. Or maybe so that you keep your self safe from everyone, and every thing else. I think this because it talks about you should wear a helmet at the begging. In addition it says you shoud always have light colored cloths. Also it says you shouldnt listen to music because you could get distrsacted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
27,"AI-XC",20131119122054,500,500,"NR","","","F",370728,7,10588417,"Y",46282,"I think that police officers would encourage bicyclists to read this because most bicyclists don't know the rules. I also think they will encourage them to read it because police officers take things seriously and the don't want poeple getting into trouble just because they don't know the rules.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.757913218103244
28,"AI-XC",20131119122054,500,500,"B","Y","","M",371752,7,10588467,"Y",46282,"Highway safety, 21 states have some form of bicycle helmet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24090789325791
29,"AI-XC",20131119122054,500,500,"NR","","","F",372347,7,10588472,"Y",46282,"""So they can be safe when bicycling out on the road and wont get hurt. They even how where they got the guidelines from websites like the """"new englad journal of medicine"""".""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15441495334124
30,"AI-XC",20131119122054,500,500,"H","N","N","M",374598,7,10588479,"Y",46282,"they would encouarge them because they want the bicyclists to always be careful and be health because it is dangerous to ride without a helmet or calling during riding.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.223741669507725
31,"AI-XC",20131119122054,500,500,"H","N","N","M",376365,7,10588542,"Y",46282,"so they dont get hert or killed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.439459172276518
32,"AI-XC",20131119122054,500,500,"A","N","N","F",377616,7,10588546,"Y",46282,"It's a guidelines that will help keep bicyblists wheeling or stay safely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07640530330299
33,"AI-XC",20131119122054,500,500,"W","N","","M",377694,7,10588551,"Y",46282,"u sould alwayse be care full when riding your bike u sould alwayse look and alwayse weare a healmet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110140813674171
34,"AI-XC",20131119122054,500,500,"W","N","","M",377822,7,10588606,"Y",46282,"The police officers want you to read this so you can have fun riding a bike and helping the enviorment. This passage tells people who want to bike what to do and how to help stay focused.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.482295084988194
35,"AI-XC",20131119122054,500,500,"H","","","M",378624,7,10588610,"Y",46282,"To be safe and if you dont have the safety you could get hurt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00636865246089
36,"AI-XC",20131119122054,500,500,"W","N","N","F",378643,7,10588619,"Y",46282,"I think they would encourage the people to read this because it say some really great information. It tells how you should never talk on the phone while riding a bike, it says how you should carry a cell phone with you and never listin to music while riding. You have enouh nouises around you already.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15998298764427
37,"AI-XC",20131119122054,500,500,"H","Y","Y","M",378713,7,10588681,"Y",46282,"so that the bicyclists could be safe and wont get injured.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.962086093517957
38,"AI-XC",20131119122054,500,500,"H","N","N","F",379847,7,10588683,"Y",46282,"police officers would encourage bicyclists to read this text becuase it helps to give them knowledge of the requirements, rules, and things to do when riding a bikee such as wear a helmet, obey traffic signals and street signs.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83236781266722
