"X","AI_Prov_Name","File_Date","File_Count","Group_Count","Ethnicity","IEP","LEP","Gender","Ven_Stud_ID","Grade","Stud_Test_ID","Score_Flag","Item_ID","Item_Response","Final_Score","Data_Point","Read1_Date","Read1_ID","Read1_Score","Read1_Cond","Read2_Date","Read2_ID","Read2_Score","Read2_Cond","Read3_Date","Read3_ID","Read3_Score","Read3_Cond","Read5_Date","Read5_ID","Read5_Score","Read5_Cond","Alert_Code","Alert_ReaderID","prediction"
0,"AI-XC",20131119122054,500,500,"W","N","N","M",363633,6,10601991,"Y",50577,"""""""Stephan may you make sure that Trixie has a good time while I'm away?""""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.878446905734656
1,"AI-XC",20131119122054,500,500,"NR","","","M",363651,6,10601993,"Y",50577,"""The sentence is:   He entered his brother room and asked,""""Stefan will you make sure that Trixie has a good time while iI'm away""""? Stefan put his book down and answered, """"I promise you, Trixie won't be bored!"""" The correct way to write it is:  He entered his brother's room and asked,''Stefan will you make sure Trixie has a good time while I'm away?'' Stefan put down his book and answered,''I promise you, Trixie won't be bored!''""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92906456752629
2,"AI-XC",20131119122054,500,500,"W","N","N","F",364606,6,10601995,"Y",50577,"Marcus knew he could not bring his dog Trixie, with him to camp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,"AI-XC",20131119122054,500,500,"W","N","N","F",365667,6,10601997,"Y",50577,"""wrong way = """"Stefan will you make sure that Trixie has a good time while I'm away""""? correct way = """"Stefan will you make sure that Trixie has a good time while im away?""""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00318354854797
4,"AI-XC",20131119122054,500,500,"A","N","N","M",365671,6,10601999,"Y",50577,"in the story where it says, '' Stefan will you make sure Trixie has a good time while im away''? but the authors supposed to put the question mark before the quotes. The second one is that is it says ''He entered his brother room and asked, but its Brother's room.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78690367075244
5,"AI-XC",20131119122054,500,500,"H","N","N","F",366269,6,10602001,"Y",50577,"He entered his brother room and asked Stefan will you make sure taht Trixie has a good time while I'm away.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157343472323868
6,"AI-XC",20131119122054,500,500,"W","N","N","F",366270,6,10602002,"Y",50577,"""""""stefan, will you make sure that Trixie has a good time when i'm away?""""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02034191182243
7,"AI-XC",20131119122054,500,500,"2","N","N","M",366860,6,10602004,"Y",50577,"Stefan  put his book down and answered I promiseyou,trixie wont be bored''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0157332154982967
8,"AI-XC",20131119122054,500,500,"W","N","N","M",366914,6,10602006,"Y",50577,"""He entered his brothers room and asked, """"Stefan will you make sure Trixie has a good time while I'm away?""""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.564803473347482
9,"AI-XC",20131119122054,500,500,"W","N","N","F",366917,6,10602008,"Y",50577,"""He entered his brother's room and asked, """"Stefan, will you make sure that Trixie has a good time while I'm away?""""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
