"X","AI_Prov_Name","File_Date","File_Count","Group_Count","Ethnicity","IEP","LEP","Gender","Ven_Stud_ID","Grade","Stud_Test_ID","Score_Flag","Item_ID","Item_Response","Final_Score","Data_Point","Read1_Date","Read1_ID","Read1_Score","Read1_Cond","Read2_Date","Read2_ID","Read2_Score","Read2_Cond","Read3_Date","Read3_ID","Read3_Score","Read3_Cond","Read5_Date","Read5_ID","Read5_Score","Read5_Cond","Alert_Code","Alert_ReaderID","prediction"
0,"AI-XC",20131119122053,500,500,"W","N","N","F",747825,3,10581412,"Y",51802,"no   because   2/4   is   smaller  then   2/3.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.497177525265401
1,"AI-XC",20131119122053,500,500,"W","N","N","F",747828,3,10581421,"Y",51802,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,"AI-XC",20131119122053,500,500,"A","","Y","F",767683,3,10581423,"Y",51802,"Yes she is corrers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000206140310474164
3,"AI-XC",20131119122053,500,500,"H","N","Y","M",768857,3,10581427,"Y",51802,"No,because 2/3 is a bigger piece than 2/4.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
4,"AI-XC",20131119122053,500,500,"B","","","M",940281,3,10581431,"Y",51802,"They are the same thing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5,"AI-XC",20131119122053,500,500,"W","","","M",940289,3,10581437,"Y",51802,"1/2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,"AI-XC",20131119122053,500,500,"W","","","F",940323,3,10581446,"Y",51802,"yes, because 2 out of 4 has more shade than 2 out of 3.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0373707742998056
7,"AI-XC",20131119122053,500,500,"B","N","N","F",940331,3,10581451,"Y",51802,"no because 3 is less than 4.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.317079183069531
8,"AI-XC",20131119122053,500,500,"W","N","N","M",940361,3,10581457,"Y",51802,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9,"AI-XC",20131119122053,500,500,"P","","","M",940373,3,10581473,"Y",51802,"no because they are both equal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105174232406918
10,"AI-XC",20131119122053,500,500,"W","N","N","M",940408,3,10581480,"Y",51802,"yes, he is correct because the first number is a half and the second number is below half.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
11,"AI-XC",20131119122053,500,500,"W","Y","N","F",940469,3,10581495,"Y",51802,"NO BECUS 2 4 FATHS IS THE SOME OF 2 3 THERDS.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.346596291300408
12,"AI-XC",20131119122053,500,500,"NR","","","F",940504,3,10581501,"Y",51802,"Stanley is incorrect because it may seem that 4 is bigger than 3 but  in fractions it's less because it cuts more  and makes the part smaller and with the 3 it turns bigger so Stanley is incorrect",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593125342771528
13,"AI-XC",20131119122053,500,500,"W","N","N","M",940527,3,10581503,"Y",51802,"yes. he is right because 2-4 is greater then 2-3.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0458710067472875
14,"AI-XC",20131119122053,500,500,"H","Y","Y","M",940530,3,10581507,"Y",51802,"yes,because the greater then the number",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15,"AI-XC",20131119122053,500,500,"W","","","F",940702,3,10581514,"Y",51802,"yes hes correct becaus it is greater",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000950783506709543
16,"AI-XC",20131119122053,500,500,"NR","","","M",940741,3,10581519,"Y",51802,"she coret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17,"AI-XC",20131119122053,500,500,"NR","N","N","M",940752,3,10581528,"Y",51802,"Stanley is not correct because 2/3 has the bottom number smaller than 2/4.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.852551707039418
18,"AI-XC",20131119122053,500,500,"H","N","N","F",940839,3,10581535,"Y",51802,"Stanely is correct,because 4 piecesand subtract 2 is 2 3 pieces subtract 2 is 1. so Stanley is right.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134647944432462
19,"AI-XC",20131119122053,500,500,"P","","","F",940879,3,10581542,"Y",51802,"yes she is correct 2-4 are big but 2-3 are small.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103961149174538
20,"AI-XC",20131119122053,500,500,"P","","","M",940884,3,10581545,"Y",51802,"no she not correct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00282749574770082
21,"AI-XC",20131119122053,500,500,"A","N","N","M",940945,3,10581550,"Y",51802,"yes because it has greater digits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
22,"AI-XC",20131119122053,500,500,"NR","Y","","M",940961,3,10581556,"Y",51802,"Stanley is  not correct that 2/4 is greater than 2/3 because 2/3is grater  than2/4.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.589264075606309
23,"AI-XC",20131119122053,500,500,"NR","","","F",940964,3,10581562,"Y",51802,"No beacause even though 4 is bigger than 3, 2/3 is greater.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.631357216955439
24,"AI-XC",20131119122053,500,500,"W","N","N","M",941010,3,10581565,"Y",51802,"no becuse  2/4 =8 and 2/3 =3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284889599445685
25,"AI-XC",20131119122053,500,500,"W","N","N","M",941018,3,10581569,"Y",51802,"Yes stanley is right because 2/3 2/4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0259385112473435
26,"AI-XC",20131119122053,500,500,"W","N","N","M",941056,3,10581574,"Y",51802,"no she iset correct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,"AI-XC",20131119122053,500,500,"W","","N","F",941178,3,10581579,"Y",51802,"yes its a bigger numbber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
28,"AI-XC",20131119122053,500,500,"W","N","Y","M",941201,3,10581586,"Y",51802,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,"AI-XC",20131119122053,500,500,"W","","","M",941337,3,10581591,"Y",51802,"Stanley is correct. 4 is greater and 3 is smaler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0899544725641651
30,"AI-XC",20131119122053,500,500,"W","N","","F",941456,3,10581596,"Y",51802,"Stanly is correct because 2-4 is more than 2-3 and he is correct.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.243053605829015
31,"AI-XC",20131119122053,500,500,"NR","","","F",941511,3,10581601,"Y",51802,"Yes he is correct. I found out by makein pictures and counting what one had more.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0558238393644938
32,"AI-XC",20131119122053,500,500,"A","N","N","F",941519,3,10581603,"Y",51802,"No because the greater parts in the whole thing, the lesser each equal part will be because each time a new part squeezes in, the other parts will get smaller. The whole thing dosen't change size only the equal parts inside do.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392952660989793
33,"AI-XC",20131119122053,500,500,"W","","","F",941661,3,10581607,"Y",51802,"no because 2/4 is 1/2. 2/3 is smaller.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954015035513857
34,"AI-XC",20131119122053,500,500,"W","","","M",941673,3,10581612,"Y",51802,"no 2/3is smaller so it's bigger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264307711020393
35,"AI-XC",20131119122053,500,500,"H","N","N","M",941764,3,10581617,"Y",51802,"no because the pieces of 2/3 would be bigger.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62748625505531
36,"AI-XC",20131119122053,500,500,"NR","","","M",941916,3,10581626,"Y",51802,"Stanley is not correct because however you draw a picture of 2/3, it will always be greater than 2/4.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.871711456607993
37,"AI-XC",20131119122053,500,500,"W","N","N","F",942061,3,10581632,"Y",51802,"No, because",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0151407017178526
