"X","AI_Prov_Name","File_Date","File_Count","Group_Count","Ethnicity","IEP","LEP","Gender","Ven_Stud_ID","Grade","Stud_Test_ID","Score_Flag","Item_ID","Item_Response","Final_Score","Data_Point","Read1_Date","Read1_ID","Read1_Score","Read1_Cond","Read2_Date","Read2_ID","Read2_Score","Read2_Cond","Read3_Date","Read3_ID","Read3_Score","Read3_Cond","Read5_Date","Read5_ID","Read5_Score","Read5_Cond","Alert_Code","Alert_ReaderID","prediction"
0,"AI-XC",20131119122111,1000,1000,"W","","","F",367743,5,10634167,"Y",50868,"I dont think that the new school rule is fair. Why is it that only fifth graders have to walk in a line? If fifth graders half to walk in a line and not talk, all the lower grades should have to walk in a line and not talk. Fifth graders may not be the only ones being loud in the hallways. Third graders might walk in clumps and yell in the halls. I think everyone should be treated the same way.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38984227200524
1,"AI-XC",20131119122111,1000,1000,"W","Y","N","M",368009,5,10634168,"Y",50868,"If  I had to choose wather or not the new school rules are fair or not it would be not fair.1 because we can talk quietly.2 we are to old to walk in a line.3 we a responsible to walk in the hallways like normal people and talk quietly.when the teacher tell`s us to be quiet we will be quiet.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2915942370096
2,"AI-XC",20131119122111,1000,1000,"H","N","Y","M",368023,5,10634169,"Y",50868,"it not fair if they are yelling in the hall. it fair if they be quiet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.538731883968607
3,"AI-XC",20131119122111,1000,1000,"W","N","N","M",368122,5,10634170,"Y",50868,"I think the rule is fair becouse if fhith grader talk durring a class takeing a test the class cant  consentrate and then the teacher would get mad and make more school rules that can be unfair.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05804592410981
4,"AI-XC",20131119122111,1000,1000,"W","","","M",368591,5,10634171,"Y",50868,"This is what I think about the new school rule. The first reason why I think that the new school rule is not fair is because we are mature anough to talk well we are walking in the hallways. So why should we have to be silent in the hallways. Another reason why I think the new school rule is not fair is because we are tto old to walk in a straight line. So why should we have to stand in a straight line. The last reason why I think that the new school rule is not fair is because the hallways is the only time that we get to talk to each other. That is why I think that the new school rule is not fair.       This is my opinion on the new school rule. I think that new school rule is not cool. I also think that the new school rule is not even fair that we would have to walk in a straight line in the hallways because we are to old to walk in a straight line. The last opinion is that I think that the new school rule is that it is not fair that we can't talk in the hallways because tha is the only place that we can talk. That is my opinion about the new school rule.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76872183138772
5,"AI-XC",20131119122111,1000,1000,"NR","","","M",369619,5,10634172,"Y",50868,"1. I like the new school rule  i think that the new school rule is fair  2. i think that this would make a good school rule because if classes are coming out and we are not in an line somebody could get lost or probably even stolen.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11178322332239
6,"AI-XC",20131119122111,1000,1000,"W","","","F",369670,5,10634173,"Y",50868,"It is fair in a way, and its not, he may distract the kids from learning or they may even be talking to someone and trip and fall because they were not paying attention. Its not fair because kids should have the freedom of speech to talk to someone if they want to, since im a kid, of course i want to talk all day long non-stop.   So i guess it is in a way, and it isnt. its kinda hard to explain and decide on just one answer, so both!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32869842664513
7,"AI-XC",20131119122111,1000,1000,"A","N","N","M",369773,5,10634174,"Y",50868,"It is fair because 5th graders may start talking while in the hallway. Also, a line may help fifth graders stop talking since they don't face each other. Once in a while, fifth graders may start talking and disturb classes. For example, when one person talks the other person talks louder,then louder,louder, and it becomes really loud and disturb students that are working. If the students working hear the talking they won't focus on their learning. If the fifth graders have a line where one person looks at the back of the head of the other person instead of making eye contact it would quiet them down since they can't see each other. The fifth graders aren't too old for a line. They're still in elementary,so I don't think they're too old for a line. Those are my reasons of this rule being fair.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
8,"AI-XC",20131119122111,1000,1000,"NR","","","F",369786,5,10634175,"Y",50868,"I think it is a fair rule. Students in many schools, including the one I go to, walk in straight lines and don't talk. It is very annoying when you're taking a test and you are distracted by kids running and paradeing in the halls. Kids can talk in line outside nstead of inside.    Kids have an average time of 1hour to talk at school. 30-45 minutes for lunch and another 45 minutes at recess. And when they get home another 2 hours.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74350815832747
9,"AI-XC",20131119122111,1000,1000,"W","N","N","F",369899,5,10634176,"Y",50868,"I think there should be the golden rule.Some people should be nice to other people.I have seen some other kids being very mean to other kids. When the other kids are so nice to the mean ones .I think that is not that nice.     So they should treat the other kids nice.like they treat them.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825454869661775
