"X","AI_Prov_Name","File_Date","File_Count","Group_Count","Ethnicity","IEP","LEP","Gender","Ven_Stud_ID","Grade","Stud_Test_ID","Score_Flag","Item_ID","Item_Response","Final_Score","Data_Point","Read1_Date","Read1_ID","Read1_Score","Read1_Cond","Read2_Date","Read2_ID","Read2_Score","Read2_Cond","Read3_Date","Read3_ID","Read3_Score","Read3_Cond","Read5_Date","Read5_ID","Read5_Score","Read5_Cond","Alert_Code","Alert_ReaderID","prediction"
0,"AI-XC",20131119122100,500,500,"W","","","M",361214,7,10613267,"Y",46450,"Dust storms hit New York in 1934.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.907340832723025
1,"AI-XC",20131119122100,500,500,"W","N","N","M",361491,7,10613269,"Y",46450,"The effect was to get us listening so we could infer that great dusts were flying around. Also it showed they were very hard to controll.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34641362432637
2,"AI-XC",20131119122100,500,500,"W","N","N","M",361507,7,10613271,"Y",46450,"The effect of starting the presentation with a scene of the Statue of Liberty surrounded by a black cloud of dust made you feel focused and uneasy at the same time, because seeing something that represents us and what we live for and who we are being surround by darkness and an evil of sorts made you suprised and actually concerned.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597321561268063
3,"AI-XC",20131119122100,500,500,"W","","","M",361519,7,10613273,"Y",46450,"Its their to show like what could happen if so and so happend like anything could happen any day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171874663445929
4,"AI-XC",20131119122100,500,500,"B","N","N","M",361574,7,10613276,"Y",46450,"""The effect of starting the presentation with a scene of the Statue of Liberty surrounded by a black cloud of dust  shows how bad the dust had swept the land. I support my answer because in the presention it says """"Darkness falls across America""""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00444237976971
5,"AI-XC",20131119122100,500,500,"NR","","","F",361624,7,10613277,"Y",46450,"come back for reiview.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0787196516792415
6,"AI-XC",20131119122100,500,500,"H","","","M",361660,7,10613279,"Y",46450,"I dont konw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0773527516689879
7,"AI-XC",20131119122100,500,500,"W","N","N","M",361998,7,10613281,"Y",46450,"""It is showing that the Dust Bowl and the Great Depression hit America because the Statue of Liberty is a symbol of America and it says """"Dust storms hit New York and they didn't know what was going on.""""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20573320860123
8,"AI-XC",20131119122100,500,500,"NR","","","M",362263,7,10613283,"Y",46450,"The dust bowl had started.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209714742809317
9,"AI-XC",20131119122100,500,500,"W","","","M",362273,7,10613285,"Y",46450,"It shows that america was not prepared for such a dramatic storm and everyone in the midwest to the north east was affected.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.539687590009391
10,"AI-XC",20131119122100,500,500,"W","","","M",362352,7,10613287,"Y",46450,"the dust storm has swept new york becuase of the mid west the sand was so deep that the wind would pick up the sand and move it acros the u.s.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.888440174719949
11,"AI-XC",20131119122100,500,500,"W","Y","","F",363541,7,10613289,"Y",46450,"The presentation starts out  with a scene of the Statue of Liberty surrounded by a black cloud of dust of a picture of New York in 1934 , of the dust storm that hit New York, Bosten,chicogo because of the top soil in the plains from the 4 generation of farming and the sun dries out the soil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11602847019209
12,"AI-XC",20131119122100,500,500,"W","Y","N","M",363599,7,10613290,"Y",46450,"""It shows a topic sentence and shows how far a disaster can travel. """"This is cause of a dust storm in a dead zone 2000 miles away.""""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07774501158514
13,"AI-XC",20131119122100,500,500,"A","Y","","M",363737,7,10613292,"Y",46450,"the statue of liberty is a beautiful monument.  I visited it when I was about 2  years old. As soon as we finished touring it, we went to Canada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325992712748643
14,"AI-XC",20131119122100,500,500,"W","N","N","M",363817,7,10613294,"Y",46450,"It is more effective because dust storms hit New York.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.988796030952179
15,"AI-XC",20131119122100,500,500,"A","","","M",364313,7,10613296,"Y",46450,"This effect shows that these dust storms hurt the country a lot, and it affected the country in a bad way. That is why they put dust surrounding the statue of liberty: to shpw that this affected the country in a bad way.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64733590046101
16,"AI-XC",20131119122100,500,500,"H","N","N","M",367318,7,10613298,"Y",46450,"The effect of starting the presentation like this is because the presenters want to show how big and awful this storm was. For example in the presentation it stated that that this storm destroyed farms.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.857075624325511
17,"AI-XC",20131119122100,500,500,"B","N","","F",368645,7,10613300,"Y",46450,"That would be horrible if the DUST BOWL happened in NYC because their are too many citizen and too many tall , tall skyscrapers. Everything will be destroyed.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.379237342137724
18,"AI-XC",20131119122100,500,500,"W","N","N","M",369735,7,10613302,"Y",46450,"The effect of starting the presentation with a picture of the Statue of Liberty surrounded by a cloud of dust showed just how bad and how far the Dust Bowl traveled.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21419296150247
19,"AI-XC",20131119122100,500,500,"W","N","N","F",369736,7,10613304,"Y",46450,"""It gives you the impression that America is covered with dust, since the Satue of Liberty is a well known symbol for America, and dust is everywhere. """"Dust falls across America. Dust storms hit New York, Chicago and Boston.""""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16583232811113
20,"AI-XC",20131119122100,500,500,"NR","","","M",370225,7,10613306,"Y",46450,"They started it off like that so they can show what the storm looked like and how bad the storm was. plus, to show you were it was at. this happend just because the farmers had farmed for to long.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.990581959996033
21,"AI-XC",20131119122100,500,500,"H","Y","Y","M",374593,7,10613308,"Y",46450,"i didnt get it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0752773359619942
22,"AI-XC",20131119122100,500,500,"NR","","","M",375545,7,10613309,"Y",46450,"It informs people about what happened during the time of the great depression and why it happened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.318958954192399
23,"AI-XC",20131119122100,500,500,"H","N","Y","M",377062,7,10613311,"Y",46450,"A wind storm hit and took out a lot of farm land wich left lots of farmers with out farm land and cuoldent farm anything",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.440360439011372
24,"AI-XC",20131119122100,500,500,"A","N","N","M",377976,7,10613313,"Y",46450,"The effect with the scene of the Statue of Liberty is telling that dust storms hit the east side of the United States.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.581724756344612
25,"AI-XC",20131119122100,500,500,"A","N","Y","F",377977,7,10613315,"Y",46450,"In the presentation, it said the wind connects electricity to control/power NYC. It's showing New York and the dust storms.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.684783665525322
26,"AI-XC",20131119122100,500,500,"W","N","","M",378417,7,10613317,"Y",46450,"The photo gives the presentation a sence of disaster because of the dust's distruction.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468289345438229
27,"AI-XC",20131119122100,500,500,"H","Y","Y","F",378484,7,10613318,"Y",46450,"when it became a black cloud the surrounding of it where all black, because the strom just stopped .",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137598048991005
28,"AI-XC",20131119122100,500,500,"H","N","Y","M",378537,7,10613320,"Y",46450,"It all started by a wind and sand.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155748821032664
